Progress,Duration (in seconds),Finished,S1_1,S2_1,S3_1,S4_1,S5_1,S6_1,S7_1,S8_1,S9_1,S10_1,S11_1,S12_1,S13_1,S14_1,S15_1,S16_1,S17_1,S18_1,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,S1A,S2A,S3A,S4A,S5A,S6A,S7A,S8A,S9A,S10A,S11A,S12A,S13A,S14A,S15A,S16A,S17A,S18A
100,253,TRUE,0,12,100,10,100,,0,0,52,,0,,,91,,,0,89,,40,Male,White / Caucasian,,College Graduate (4 year),Rung 5,commit credit card fraud,take a public bus,explain the situation to his boss,lie that she left her card inside,bring in the assignment the next day,,steal someone else's ticket,ask the parents if they know him,take a detour at the next exit,,light a fire under the car,,,get another job,,,tell his lawyer that he’s sick,call for help
100,322,TRUE,0,0,,,,0,0,0,0,0,0,0,,0,0,0,,,,38,Male,White / Caucasian,,College Graduate (4 year),Rung 3,switch insurance plans,steal a passing driver's car,,,,collect wood to start a fire,go without Ted,ask the parents if they know him,tailgate the car,yell in gibberish until she leaves,ask to use the mall's loudspeaker,threaten security with the knife,,check in on his father daily,request supplies to be airdropped,saw Todd’s arm off,,
100,346,TRUE,,,,60,80,90,,,75,0,90,,0,90,99,95,90,0,,36,Male,Asian / Pacific Islander,,Vocational/Technical School (2 year),Rung 5,,,,lie that she left her card inside,quickly try to redo the assignment,search for a water source,,,honk at the driver until they pull over,take her to his house but no further,ask to use the mall's loudspeaker,,blame it on the maid of honor,check in on his father daily,organize a fishing crew,hike until she finds cell service,leave the store unattended,steal his dogs for extra speed
100,418,TRUE,,,,30,,82,0,87,64,0,86,78,,71,27,52,,0,,30,Male,White / Caucasian,,College Graduate (4 year),Rung 4,,,,pay for a day-pass to the gym,,huddle to conserve energy,teleport into the concert,wave to the parents,honk an angry message in Morse code,turn invisible,call emergency services,ask to check the knife,,move into his father’s apartment,throw disobedient passengers off the boat,give Todd her water,,steal his dogs for extra speed
100,386,TRUE,,0,0,50,50,0,,0,,0,0,,,,0,0,100,0,,69,Female,White / Caucasian,,High School or equivalent,Rung 6,,try to convince a passing driver to trade cars,sell one of his kidneys,pay for a day-pass to the gym,copy a friend's assignment,throw away all of the food,,tackle him and hold him down,,steal whatever she has on her,slash the tires,,,,sell all the food to the highest bidder,get her arm stuck in solidarity,call his lawyer,leave her dogs with him
100,441,TRUE,,,17,,72,0,44,5,47,6,0,,60,,,0,48,23,,30,Female,White / Caucasian,,College Graduate (4 year),Rung 7,,,get an advance payday loan,,quickly try to redo the assignment,throw away all of the food,teleport into the concert,read his mind,ram into the car,take her to his house but no further,pour water on the car to cool it,,tell his sister as soon as possible,,,yell at Todd for getting stuck,tell his lawyer that he’s sick,carry her competitor on her sled
100,345,TRUE,80,90,,,75,,0,10,,10,,100,0,,0,95,0,100,,33,Male,Hispanic / Latino,,Grammar School,Rung 3,search for the medication on the black market,call a taxi,,,quickly try to redo the assignment,,steal someone else's ticket,wave to the parents,,turn invisible,,ask to check the knife,steal someone else’s ring,,sell all the food to the highest bidder,hike until she finds cell service,tell his lawyer that he’s sick,carry her competitor on her sled
100,443,TRUE,0,0,0,0,,0,0,,,0,0,,0,,0,0,,100,,62,Male,White / Caucasian,,Some College,Rung 6,search for the medication on the black market,take a public bus,get an advance payday loan,pay for a day-pass to the gym,,search for a water source,steal someone else's ticket,,,take her to his house but no further,check that the doors are locked,,borrow their mom’s wedding ring,,organize a fishing crew,hike until she finds cell service,,call for help
100,394,TRUE,,90,1,1,100,,81,100,19,,1,1,1,1,,,,2,,64,Male,White / Caucasian,,College Graduate (4 year),Rung 5,,take a public bus,overcharge the next customers,crawl past the front desk,bring in the assignment the next day,,teleport into the concert,ask the parents if they know him,honk at the driver until they pull over,,slash the tires,take a train instead,blame it on the maid of honor,pitch his situation to a reality TV network,,,,finish the race
100,462,TRUE,20,80,0,,0,,,20,,0,0,50,0,10,,0,,10,,36,Female,White / Caucasian,,College Graduate (4 year),Rung 3,start a fundraiser,take a public bus,overcharge the next customers,,lie that her house burnt down,,,tackle him and hold him down,,steal whatever she has on her,check that the doors are locked,ask to check the knife,run away,pitch his situation to a reality TV network,,yell at Todd for getting stuck,,finish the race
100,189,TRUE,,,0,100,100,16,0,0,0,0,,,100,90,90,,,20,,40,Male,White / Caucasian,,College Graduate (4 year),Rung 7,,,overcharge the next customers,renew her membership,bring in the assignment the next day,boost morale with a three-legged race,steal someone else's ticket,read his mind,honk an angry message in Morse code,turn invisible,,,call the taxi company,buy his father a tent,request supplies to be airdropped,,,finish the race
100,461,TRUE,40,0,,1,91,100,9,,0,,92,,,61,0,,71,0,,38,Male,White / Caucasian,,Vocational/Technical School (2 year),Rung 4,go on strike for better wages,demand that the airline delays the flight,,lie that she left her card inside,bring in the assignment the next day,collect wood to start a fire,pretend they are conjoined twins,,honk an angry message in Morse code,,ask to use the mall's loudspeaker,,,pitch his situation to a reality TV network,throw disobedient passengers off the boat,,stage a break-in at the store,hide him in the snow
100,513,TRUE,80,0,0,,,50,0,0,0,0,,90,,0,,50,,0,,41,Female,White / Caucasian,,Some College,Rung 4,take out a loan,demand that the airline delays the flight,pay the money from his own wallet,,,collect wood to start a fire,steal someone else's ticket,ask the parents if they know him,honk at the driver until they pull over,take her to his house but no further,,ask to check the knife,,buy his father a tent,,saw Todd’s arm off,,hide him in the snow
100,205,TRUE,5,0,,0,0,90,0,0,0,,0,86,,,,0,,0,,40,Male,White / Caucasian,,Master's Degree (MS),Rung 4,go on strike for better wages,demand that the airline delays the flight,,crawl past the front desk,copy a friend's assignment,search for a water source,try to buy a ticket off another person,tackle him and hold him down,tailgate the car,,slash the tires,store the knife in an airport locker,,,,get her arm stuck in solidarity,,finish the race
100,411,TRUE,100,,100,0,0,0,,,0,0,,9,,5,,0,0,60,,56,Male,Asian / Pacific Islander,,Some College,Rung 3,switch insurance plans,,get an advance payday loan,pull the fire alarm,lie that her house burnt down,steal all of the food and water,,,ram into the car,take her to his house but no further,,store the knife in an airport locker,,pitch his situation to a reality TV network,,saw Todd’s arm off,call his lawyer,finish the race
100,527,TRUE,65,,,17,,82,18,40,25,11,0,66,83,,34,40,,,,56,Female,White / Caucasian,,Vocational/Technical School (2 year),Rung 3,search for the medication on the black market,,,pull the fire alarm,,huddle to conserve energy,pretend they are conjoined twins,ask the parents if they know him,ram into the car,steal whatever she has on her,light a fire under the car,ask to check the knife,tell his sister as soon as possible,,sell all the food to the highest bidder,yell at Todd for getting stuck,,
100,453,TRUE,66,1,2,7,,,84,2,86,,83,48,,,70,4,1,,,40,Male,White / Caucasian,,College Graduate (4 year),Rung 6,take out a loan,demand that the airline delays the flight,pay the money from his own wallet,renew her membership,,,pretend they are conjoined twins,ask the parents if they know him,take a detour at the next exit,,call emergency services,pretend the knife is part of a hip replacement,,,request supplies to be airdropped,saw Todd’s arm off,leave the store unattended,
100,402,TRUE,43,10,,6,,0,31,,10,0,0,0,9,61,,,,81,,33,Male,Asian / Pacific Islander,,Master's Degree (MS),Rung 4,go on strike for better wages,try to convince a passing driver to trade cars,,crawl past the front desk,,throw away all of the food,try to buy a ticket off another person,,honk an angry message in Morse code,steal whatever she has on her,light a fire under the car,threaten security with the knife,steal someone else’s ring,check in on his father daily,,,,carry her competitor on her sled
100,368,TRUE,,,,,0,2,0,,62,50,100,,0,100,100,2,76,0,,55,Female,White / Caucasian,,Vocational/Technical School (2 year),Rung 3,,,,,copy a friend's assignment,boost morale with a three-legged race,steal someone else's ticket,,honk at the driver until they pull over,take her to his house but no further,check that the doors are locked,,blame it on the maid of honor,move into his father’s apartment,ration their food,yell at Todd for getting stuck,lock up the store,hide him in the snow
100,274,TRUE,,80,0,0,,,20,75,,0,0,,100,95,100,0,65,,,36,Female,Black / African American,,Some College,Rung 5,,reschedule for a later flight,stage a robbery,crawl past the front desk,,,go without Ted,keep an eye on him,,steal whatever she has on her,pour water on the car to cool it,,tell his sister as soon as possible,move into his father’s apartment,ration their food,get her arm stuck in solidarity,ask a friend to take over,
100,388,TRUE,7,25,85,90,43,3,,85,,50,,1,5,,,,5,5,,63,Male,White / Caucasian,,Some College,Rung 2,commit credit card fraud,take a public bus,explain the situation to his boss,renew her membership,quickly try to redo the assignment,boost morale with a three-legged race,,keep an eye on him,,take her to his house but no further,,threaten security with the knife,run away,,,,tell his lawyer that he’s sick,hide him in the snow
100,481,TRUE,25,0,,0,0,,0,0,0,0,,0,,,0,10,5,,,64,Male,White / Caucasian,,Some College,Rung 4,take out a loan,steal a passing driver's car,,pull the fire alarm,copy a friend's assignment,,go without Ted,keep an eye on him,take a detour at the next exit,call her a cab,,pretend the knife is part of a hip replacement,,,throw disobedient passengers off the boat,give Todd her water,ask a friend to take over,
100,421,TRUE,,0,,,0,0,10,92,60,70,100,0,0,0,,,,80,,40,Male,Asian / Pacific Islander,,College Graduate (4 year),Rung 5,,demand that the airline delays the flight,,,lie that her house burnt down,steal all of the food and water,give her ticket to Ted,tackle him and hold him down,take a detour at the next exit,refuse to drive her,call emergency services,hide the knife in someone else's bag,run away,buy his father a tent,,,,finish the race
100,427,TRUE,,88,0,,17,0,0,,6,10,70,,50,40,,,45,81,,42,Male,White / Caucasian,,College Graduate (4 year),Rung 4,,reschedule for a later flight,overcharge the next customers,,call her mom,throw away all of the food,teleport into the concert,,honk at the driver until they pull over,call her a cab,call emergency services,,tell his sister as soon as possible,check in on his father daily,,,call his lawyer,call for help
100,292,TRUE,,,0,,27,0,0,,,0,0,0,0,50,0,25,0,,,37,Male,White / Caucasian,,High School or equivalent,Rung 5,,,get an advance payday loan,,bring in the assignment the next day,boost morale with a three-legged race,try to buy a ticket off another person,,,take her to his house but no further,slash the tires,ask to check the knife,steal someone else’s ring,get another job,serve engine fuel to the passengers,saw Todd’s arm off,tell his lawyer that he’s sick,
100,466,TRUE,0,85,,5,,0,75,60,10,0,70,,,,0,,40,30,,44,Male,Asian / Pacific Islander,,Doctoral Degree (PhD),Rung 6,commit credit card fraud,take a public bus,,crawl past the front desk,,throw away all of the food,teleport into the concert,ask the parents if they know him,tailgate the car,steal whatever she has on her,ask to use the mall's loudspeaker,,,,throw disobedient passengers off the boat,,call his lawyer,leave her dogs with him
100,228,TRUE,0,,0,15,0,74,92,,38,32,,,47,62,,7,100,,,34,Female,White / Caucasian,,Some College,Rung 5,commit credit card fraud,,stage a robbery,borrow someone's phone,lie that her house burnt down,collect wood to start a fire,go without Ted,,honk at the driver until they pull over,refuse to drive her,,,borrow their mom’s wedding ring,get another job,,yell at Todd for getting stuck,lock up the store,
100,418,TRUE,95,70,5,0,,70,5,0,1,30,0,90,,,,,,0,,57,Male,White / Caucasian,,College Graduate (4 year),Rung 4,take out a loan,call a taxi,get an advance payday loan,pull the fire alarm,,search for a water source,go without Ted,make cat noises at him until he leaves,ram into the car,refuse to drive her,ask to use the mall's loudspeaker,store the knife in an airport locker,,,,,,hide him in the snow
100,189,TRUE,89,,82,34,,,29,,50,13,76,37,6,45,83,,1,,,32,Male,Black / African American,,College Graduate (4 year),Rung 5,search for the medication on the black market,,get an advance payday loan,renew her membership,,,go without Ted,,take a detour at the next exit,refuse to drive her,check that the doors are locked,take a train instead,blame it on the maid of honor,check in on his father daily,request supplies to be airdropped,,stage a break-in at the store,
100,234,TRUE,,50,20,70,70,50,0,,,,0,20,70,,90,0,,0,,28,Male,White / Caucasian,,College Graduate (4 year),Rung 3,,call a taxi,pay the money from his own wallet,renew her membership,quickly try to redo the assignment,huddle to conserve energy,give her ticket to Ted,,,,check that the doors are locked,store the knife in an airport locker,tell his sister as soon as possible,,ration their food,yell at Todd for getting stuck,,steal his dogs for extra speed
100,524,TRUE,39,41,16,,,,,,94,33,0,68,67,83,0,65,50,,,27,Male,White / Caucasian,,College Graduate (4 year),Rung 4,start a fundraiser,demand that the airline delays the flight,stage a robbery,,,,,,pull over and call 911,turn invisible,ask to use the mall's loudspeaker,store the knife in an airport locker,call the taxi company,move into his father’s apartment,serve engine fuel to the passengers,yell at Todd for getting stuck,leave the store unattended,
100,458,TRUE,9,90,100,,,,0,19,0,0,65,90,0,,0,,60,,,39,Male,White / Caucasian,,Master's Degree (MS),Rung 7,go on strike for better wages,reschedule for a later flight,explain the situation to his boss,,,,steal someone else's ticket,wave to the parents,ram into the car,turn invisible,call emergency services,store the knife in an airport locker,blame it on the maid of honor,,sell all the food to the highest bidder,,ask a friend to take over,
100,540,TRUE,,1,,100,100,99,,,,0,100,,0,100,100,100,96,9,,43,Male,White / Caucasian,,College Graduate (4 year),Rung 6,,demand that the airline delays the flight,,borrow someone's phone,bring in the assignment the next day,search for a water source,,,,take her to his house but no further,ask to use the mall's loudspeaker,,run away,move into his father’s apartment,request supplies to be airdropped,hike until she finds cell service,lock up the store,leave her dogs with him
100,387,TRUE,91,,,,81,0,60,0,0,0,60,0,,0,81,,,0,,44,Female,White / Caucasian,,Some College,Rung 2,take out a loan,,,,call her mom,boost morale with a three-legged race,try to buy a ticket off another person,read his mind,ram into the car,yell in gibberish until she leaves,ask to use the mall's loudspeaker,pretend the knife is part of a hip replacement,,pitch his situation to a reality TV network,organize a fishing crew,,,leave her dogs with him
100,578,TRUE,100,0,,100,0,,,100,0,50,100,,0,100,,50,0,,,38,Female,Asian / Pacific Islander,,College Graduate (4 year),Rung 6,take out a loan,demand that the airline delays the flight,,pay for a day-pass to the gym,lie that her house burnt down,,,read his mind,tailgate the car,turn invisible,ask to use the mall's loudspeaker,,blame it on the maid of honor,pitch his situation to a reality TV network,,leave Todd to save herself,leave the store unattended,
100,568,TRUE,,,76,26,91,96,71,84,78,,14,,70,,27,,79,16,,43,Male,Asian / Pacific Islander,,Master's Degree (MS),Rung 3,,,get an advance payday loan,lie that she left her card inside,bring in the assignment the next day,huddle to conserve energy,teleport into the concert,read his mind,take a detour at the next exit,,pour water on the car to cool it,,tell his sister as soon as possible,,throw disobedient passengers off the boat,,ask a friend to take over,steal his dogs for extra speed
100,133,TRUE,80,92,91,92,81,,,,82,91,,,81,82,,80,92,82,,30,Male,Black / African American,,Master's Degree (MS),Rung 9,take out a loan,try to convince a passing driver to trade cars,stage a robbery,renew her membership,call her mom,,,,pull over and call 911,turn invisible,,,tell his sister as soon as possible,buy his father a tent,,leave Todd to save herself,leave the store unattended,carry her competitor on her sled
100,491,TRUE,,80,100,,80,85,5,,100,20,0,,100,0,,,100,0,,25,Female,White / Caucasian,,Some College,Rung 3,,call a taxi,explain the situation to his boss,,bring in the assignment the next day,huddle to conserve energy,give her ticket to Ted,,honk at the driver until they pull over,take her to his house but no further,light a fire under the car,,tell his sister as soon as possible,abandon his father,,,call his lawyer,steal his dogs for extra speed
100,241,TRUE,,0,,0,,,,0,20,,0,0,0,44,95,0,97,90,,49,Male,White / Caucasian,,College Graduate (4 year),Rung 7,,steal a passing driver's car,,pull the fire alarm,,,,make cat noises at him until he leaves,take a detour at the next exit,,pour water on the car to cool it,pretend the knife is part of a hip replacement,steal someone else’s ring,get another job,ration their food,get her arm stuck in solidarity,lock up the store,call for help
100,480,TRUE,100,100,,,100,,91,97,,57,0,0,,14,75,0,,63,,29,Male,White / Caucasian,,Some College,Rung 3,take out a loan,call a taxi,,,quickly try to redo the assignment,,give her ticket to Ted,keep an eye on him,,yell in gibberish until she leaves,check that the doors are locked,threaten security with the knife,,buy his father a tent,request supplies to be airdropped,get her arm stuck in solidarity,,hide him in the snow
100,608,TRUE,,,100,100,100,100,,,,5,0,80,31,10,20,,91,5,,36,Male,Hispanic / Latino,,High School or equivalent,Rung 2,,,explain the situation to his boss,borrow someone's phone,call her mom,search for a water source,,,,take her to his house but no further,call emergency services,pretend the knife is part of a hip replacement,steal someone else’s ring,abandon his father,throw disobedient passengers off the boat,,call his lawyer,steal his dogs for extra speed
100,449,TRUE,100,100,0,0,0,,0,0,0,,100,,,0,100,,0,,,65,Male,White / Caucasian,,Some College,Rung 4,take out a loan,reschedule for a later flight,stage a robbery,crawl past the front desk,lie that her house burnt down,,try to buy a ticket off another person,make cat noises at him until he leaves,take a detour at the next exit,,call emergency services,,,abandon his father,ration their food,,stage a break-in at the store,
100,127,TRUE,34,78,,27,,82,39,91,16,28,79,1,,,,81,,41,,20,Male,White / Caucasian,,Some College,Rung 6,commit credit card fraud,take a public bus,,renew her membership,,search for a water source,give her ticket to Ted,wave to the parents,honk an angry message in Morse code,refuse to drive her,check that the doors are locked,threaten security with the knife,,,,give Todd her water,,steal his dogs for extra speed
100,342,TRUE,10,15,,0,35,70,,25,5,,,100,,1,5,,50,0,,34,Male,White / Caucasian,,Master's Degree (MS),Rung 7,switch insurance plans,take a public bus,,lie that she left her card inside,call her mom,huddle to conserve energy,,keep an eye on him,take a detour at the next exit,,,ask to check the knife,,move into his father’s apartment,throw disobedient passengers off the boat,,leave the store unattended,hide him in the snow
100,494,TRUE,,,,5,,100,5,,0,0,0,,100,5,0,10,25,0,,32,Male,White / Caucasian,,College Graduate (4 year),Rung 5,,,,crawl past the front desk,,huddle to conserve energy,give her ticket to Ted,,ram into the car,steal whatever she has on her,slash the tires,,call the taxi company,pitch his situation to a reality TV network,serve engine fuel to the passengers,yell at Todd for getting stuck,leave the store unattended,leave her dogs with him
100,619,TRUE,0,0,,0,0,,,100,0,0,0,,0,,,0,100,100,,28,Male,White / Caucasian,,College Graduate (4 year),Rung 5,search for the medication on the black market,demand that the airline delays the flight,,crawl past the front desk,hypnotize the teacher,,,ask the parents if they know him,honk an angry message in Morse code,yell in gibberish until she leaves,pour water on the car to cool it,,run away,,,get her arm stuck in solidarity,call his lawyer,call for help
100,532,TRUE,80,95,65,35,,,50,100,,,0,100,0,,30,5,0,,,25,Female,White / Caucasian,,College Graduate (4 year),Rung 4,search for the medication on the black market,take a public bus,get an advance payday loan,lie that she left her card inside,,,go without Ted,keep an eye on him,,,pour water on the car to cool it,ask to check the knife,steal someone else’s ring,,organize a fishing crew,leave Todd to save herself,stage a break-in at the store,
100,578,TRUE,91,1,1,81,,,0,10,1,,1,81,,71,0,71,,,,73,Male,White / Caucasian,,Doctoral Degree (PhD),Rung 6,search for the medication on the black market,steal a passing driver's car,overcharge the next customers,renew her membership,,,teleport into the concert,make cat noises at him until he leaves,ram into the car,,check that the doors are locked,ask to check the knife,,get another job,throw disobedient passengers off the boat,hike until she finds cell service,,
100,158,TRUE,97,,94,,100,91,100,,100,96,,,91,100,100,,100,93,,26,Male,Asian / Pacific Islander,,College Graduate (4 year),Rung 5,take out a loan,,pay the money from his own wallet,,quickly try to redo the assignment,collect wood to start a fire,teleport into the concert,,tailgate the car,yell in gibberish until she leaves,,,tell his sister as soon as possible,check in on his father daily,ration their food,,call his lawyer,leave her dogs with him
100,547,TRUE,8,13,26,,24,,0,,31,,18,2,7,24,18,,21,,,33,Male,White / Caucasian,,College Graduate (4 year),Rung 5,switch insurance plans,try to convince a passing driver to trade cars,get an advance payday loan,,call her mom,,teleport into the concert,,honk at the driver until they pull over,,light a fire under the car,threaten security with the knife,blame it on the maid of honor,move into his father’s apartment,sell all the food to the highest bidder,,tell his lawyer that he’s sick,
100,225,TRUE,5,,80,1,80,80,1,,,1,,70,1,1,,,20,40,,26,Male,Asian / Pacific Islander,,College Graduate (4 year),Rung 3,commit credit card fraud,,explain the situation to his boss,pull the fire alarm,quickly try to redo the assignment,huddle to conserve energy,steal someone else's ticket,,,steal whatever she has on her,,take a train instead,steal someone else’s ring,pitch his situation to a reality TV network,,,lock up the store,finish the race
100,213,TRUE,25,11,67,,7,,,45,77,,,63,93,50,76,50,88,,,29,Male,Hispanic / Latino,,Some College,Rung 2,switch insurance plans,take a public bus,stage a robbery,,copy a friend's assignment,,,read his mind,take a detour at the next exit,,,hide the knife in someone else's bag,borrow their mom’s wedding ring,get another job,organize a fishing crew,hike until she finds cell service,tell his lawyer that he’s sick,
100,344,TRUE,26,1,,1,,0,51,72,85,,,100,100,100,87,,,87,,27,Male,White / Caucasian,,College Graduate (4 year),Rung 8,switch insurance plans,demand that the airline delays the flight,,pull the fire alarm,,throw away all of the food,pretend they are conjoined twins,tackle him and hold him down,honk at the driver until they pull over,,,ask to check the knife,call the taxi company,check in on his father daily,organize a fishing crew,,,finish the race
100,606,TRUE,80,,,65,,30,0,15,55,35,70,5,,15,0,,,45,,37,Male,White / Caucasian,,Master's Degree (MS),Rung 6,take out a loan,,,pay for a day-pass to the gym,,boost morale with a three-legged race,teleport into the concert,tackle him and hold him down,take a detour at the next exit,yell in gibberish until she leaves,call emergency services,hide the knife in someone else's bag,,abandon his father,serve engine fuel to the passengers,,,call for help
100,245,TRUE,,75,0,,0,100,0,0,0,10,0,,,,5,0,,10,,25,Male,White / Caucasian,,College Graduate (4 year),Rung 5,,reschedule for a later flight,pay the money from his own wallet,,hypnotize the teacher,search for a water source,steal someone else's ticket,tackle him and hold him down,tailgate the car,refuse to drive her,light a fire under the car,,,,throw disobedient passengers off the boat,yell at Todd for getting stuck,,finish the race
100,571,TRUE,100,,0,50,70,100,,0,,50,,0,100,,50,50,100,,,64,Male,Asian / Pacific Islander,,Master's Degree (MS),Rung 6,take out a loan,,stage a robbery,borrow someone's phone,quickly try to redo the assignment,search for a water source,,wave to the parents,,turn invisible,,threaten security with the knife,borrow their mom’s wedding ring,,throw disobedient passengers off the boat,give Todd her water,lock up the store,
100,142,TRUE,86,,73,47,,,60,78,65,45,65,70,,,92,62,78,,,35,Female,Black / African American,,Master's Degree (MS),Rung 8,switch insurance plans,,overcharge the next customers,crawl past the front desk,,,go without Ted,make cat noises at him until he leaves,take a detour at the next exit,call her a cab,slash the tires,take a train instead,,,serve engine fuel to the passengers,hike until she finds cell service,lock up the store,
100,514,TRUE,54,70,,,,,1,52,61,1,0,75,,59,95,41,,29,,32,Male,White / Caucasian,,College Graduate (4 year),Rung 5,start a fundraiser,take a public bus,,,,,steal someone else's ticket,ask the parents if they know him,honk at the driver until they pull over,steal whatever she has on her,slash the tires,store the knife in an airport locker,,check in on his father daily,ration their food,leave Todd to save herself,,hide him in the snow
100,602,TRUE,57,63,,100,50,100,50,,,0,,,40,44,,45,24,17,,49,Female,White / Caucasian,,High School or equivalent,Rung 6,search for the medication on the black market,call a taxi,,pay for a day-pass to the gym,copy a friend's assignment,collect wood to start a fire,go without Ted,,,turn invisible,,,steal someone else’s ring,check in on his father daily,,saw Todd’s arm off,stage a break-in at the store,steal his dogs for extra speed
100,522,TRUE,,0,60,0,,5,,,90,0,0,0,100,95,,50,,0,,38,Male,White / Caucasian,,College Graduate (4 year),Rung 5,,steal a passing driver's car,pay the money from his own wallet,pull the fire alarm,,steal all of the food and water,,,pull over and call 911,steal whatever she has on her,light a fire under the car,threaten security with the knife,call the taxi company,move into his father’s apartment,,give Todd her water,,hide him in the snow
100,637,TRUE,100,,100,100,0,0,0,100,100,100,,,0,,,0,,0,,30,Male,Asian / Pacific Islander,,High School or equivalent,Rung 4,go on strike for better wages,,explain the situation to his boss,borrow someone's phone,hypnotize the teacher,steal all of the food and water,pretend they are conjoined twins,wave to the parents,pull over and call 911,refuse to drive her,,,run away,,,saw Todd’s arm off,,hide him in the snow
100,277,TRUE,,70,51,0,0,0,50,,,50,100,,0,,,50,0,0,,46,Female,Black / African American,,Some College,Rung 6,,try to convince a passing driver to trade cars,pay the money from his own wallet,lie that she left her card inside,hypnotize the teacher,throw away all of the food,give her ticket to Ted,,,call her a cab,call emergency services,,run away,,,saw Todd’s arm off,tell his lawyer that he’s sick,steal his dogs for extra speed
100,579,TRUE,51,80,,76,0,,0,98,0,,81,,0,0,,0,100,,,38,Male,Black / African American,,Vocational/Technical School (2 year),Rung 6,switch insurance plans,call a taxi,,pay for a day-pass to the gym,hypnotize the teacher,,teleport into the concert,keep an eye on him,ram into the car,,ask to use the mall's loudspeaker,,steal someone else’s ring,buy his father a tent,,get her arm stuck in solidarity,call his lawyer,
100,174,TRUE,74,73,79,62,52,61,78,,63,,,80,,74,78,,,56,,30,Male,Black / African American,,College Graduate (4 year),Rung 6,go on strike for better wages,steal a passing driver's car,overcharge the next customers,pull the fire alarm,copy a friend's assignment,boost morale with a three-legged race,go without Ted,,ram into the car,,,threaten security with the knife,,pitch his situation to a reality TV network,serve engine fuel to the passengers,,,hide him in the snow
100,253,TRUE,50,,,70,,0,0,0,0,0,0,0,,65,90,,,0,,36,Male,Black / African American,,Some College,Rung 2,search for the medication on the black market,,,borrow someone's phone,,steal all of the food and water,give her ticket to Ted,read his mind,tailgate the car,take her to his house but no further,check that the doors are locked,threaten security with the knife,,buy his father a tent,request supplies to be airdropped,,,hide him in the snow
100,299,TRUE,24,94,,76,,,,0,0,,0,0,90,60,94,0,0,,,59,Female,White / Caucasian,,College Graduate (4 year),Rung 6,start a fundraiser,reschedule for a later flight,,borrow someone's phone,,,,tackle him and hold him down,tailgate the car,,light a fire under the car,threaten security with the knife,borrow their mom’s wedding ring,get another job,request supplies to be airdropped,yell at Todd for getting stuck,stage a break-in at the store,
100,570,TRUE,58,,50,50,68,,,48,75,55,66,45,,49,49,69,,,,31,Male,Black / African American,,Master's Degree (MS),Rung 7,start a fundraiser,,get an advance payday loan,borrow someone's phone,copy a friend's assignment,,,make cat noises at him until he leaves,honk at the driver until they pull over,steal whatever she has on her,light a fire under the car,threaten security with the knife,,abandon his father,serve engine fuel to the passengers,yell at Todd for getting stuck,,
100,616,TRUE,,,0,100,0,100,,,0,0,0,0,0,,100,,100,0,,32,Male,White / Caucasian,,Some College,Rung 6,,,sell one of his kidneys,renew her membership,lie that her house burnt down,collect wood to start a fire,,,honk an angry message in Morse code,turn invisible,light a fire under the car,ask to check the knife,run away,,organize a fishing crew,,ask a friend to take over,hide him in the snow
100,345,TRUE,50,50,0,0,0,51,,0,51,50,,,0,50,0,,,,,53,Female,White / Caucasian,,Master's Degree (MS),,go on strike for better wages,call a taxi,overcharge the next customers,lie that she left her card inside,copy a friend's assignment,search for a water source,,read his mind,honk at the driver until they pull over,call her a cab,,,run away,get another job,throw disobedient passengers off the boat,,,
100,658,TRUE,30,0,0,,70,60,0,,0,,50,0,100,0,0,,,,,65,Male,White / Caucasian,,Some College,Rung 5,search for the medication on the black market,steal a passing driver's car,pay the money from his own wallet,,quickly try to redo the assignment,huddle to conserve energy,give her ticket to Ted,,ram into the car,,ask to use the mall's loudspeaker,take a train instead,call the taxi company,abandon his father,serve engine fuel to the passengers,,,
100,245,TRUE,,5,72,,3,3,19,14,,,82,16,92,,94,33,5,,,33,Female,White / Caucasian,,Some College,Rung 5,,try to convince a passing driver to trade cars,explain the situation to his boss,,hypnotize the teacher,throw away all of the food,pretend they are conjoined twins,read his mind,,,pour water on the car to cool it,take a train instead,tell his sister as soon as possible,,ration their food,give Todd her water,stage a break-in at the store,
100,598,TRUE,75,41,93,47,86,1,1,,,1,1,,,,1,99,,54,,40,Male,Black / African American,,College Graduate (4 year),Rung 6,switch insurance plans,try to convince a passing driver to trade cars,pay the money from his own wallet,renew her membership,call her mom,throw away all of the food,teleport into the concert,,,steal whatever she has on her,light a fire under the car,,,,serve engine fuel to the passengers,leave Todd to save herself,,leave her dogs with him
100,608,TRUE,100,0,,,50,100,100,100,,,,0,100,,100,0,0,0,,48,Male,Black / African American,,College Graduate (4 year),Rung 5,start a fundraiser,demand that the airline delays the flight,,,copy a friend's assignment,search for a water source,try to buy a ticket off another person,keep an eye on him,,,,hide the knife in someone else's bag,call the taxi company,,organize a fishing crew,get her arm stuck in solidarity,tell his lawyer that he’s sick,hide him in the snow
