ResponseID,V2,V3,V4,V5,V6,V7,V8,V9,V10,Consent,Instr,scenario1,item001,item002,item003,item004,item005,item006,item007,item008,item013,item014,item015,item016,item017,item018,item019,item020,item021,item022,item023,item024,force1,time1_1,time1_2,time1_3,time1_4,scenario2,item025,item026,item027,item028,item029,item030,item031,item032,item037,item038,item039,item040,item041,item042,item043,item044,item045,item046,item047,item048,force2,time2_1,time2_2,time2_3,time2_4,scenario3,item049,item050,item051,item052,item053,item054,item055,item056,item061,item062,item063,item064,item065,item066,item067,item068,item069,item070,item071,item072,force3,time3_1,time3_2,time3_3,time3_4,scenario4,item073,item074,item075,item076,item077,item078,item079,item080,item085,item086,item087,item088,item089,item090,item091,item092,item093,item094,item095,item096,force4,time4_1,time4_2,time4_3,time4_4,scenario5,item097,item098,item099,item100,item101,item102,item103,item104,item109,item110,item111,item112,item113,item114,item115,item116,item117,item118,item119,item120,force5,time5_1,time5_2,time5_3,time5_4,scenario6,item121,item122,item123,item124,item125,item126,item127,item128,item133,item134,item135,item136,item137,item138,item139,item140,item141,item142,item143,item144,force6,time6_1,time6_2,time6_3,time6_4,demo,age,gender,ethnicity,ethnicity_TEXT,education,ses,DO-BR-FL_11,DO-BL-Scenario1,DO-BL-Scenario2,DO-BL-Scenario3,DO-BL-Scenario4,DO-BL-Scenario5,DO-BL-Scenario6,LocationLatitude,LocationLongitude,LocationAccuracy
R_2EE8rS7HuAckCvS,Default Response Set,Anonymous,,,192.243.109.118,0,7/23/2016 14:42,7/23/2016 14:47,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,2,34.395,34.395,35.943,1,1,,,,,,,,,,,,,,1,,,,,,,2,39.247,39.247,40.341,1,1,,,,,,,,1,,,,,,,,,,,,,2,31.301,33.813,35.137,3,1,,,,,1,,,,,,,,,,,,,,,,2,46.766,68.307,69.555,2,1,,,,,1,,,,,,,,,,,,,,,,2,28.23,28.23,30.086,1,1,,,,,,,,,,,,,,,,1,,,,,2,23.083,23.083,24.544,1,,29,1,2,,5,6,Scenario 4|Scenario 2|Scenario 5|Scenario 1|Scenario 6|Scenario 3,scenario1|item004|force1|time1,scenario2|item042|force2|time2,scenario3|item056|force3|time3,scenario4|item077|force4|time4,scenario5|item101|force5|time5,scenario6|item140|force6|time6,42.085495,-87.8246994,-1
R_28SyhZlz30vBYLP,Default Response Set,Anonymous,,,73.235.37.2,0,7/23/2016 14:45,7/23/2016 14:47,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,2,3.263,3.263,6.18,1,1,,,,,,,,1,,,,,,,,,,,,,2,9.591,9.591,16.955,1,1,,,,,,,,,,,,,,,,,,,1,,4,14.141,16.493,17.995,2,1,,,,,1,,,,,,,,,,,,,,,,1,17.141,17.668,18.827,2,1,,,1,,,,,,,,,,,,,,,,,,4,10.213,16.678,17.58,6,1,,,,,,,,1,,,,,,,,,,,,,2,5.608,5.888,6.685,2,,25,1,5,,5,7,Scenario 2|Scenario 4|Scenario 5|Scenario 6|Scenario 3|Scenario 1,scenario1|item003|force1|time1,scenario2|item032|force2|time2,scenario3|item071|force3|time3,scenario4|item077|force4|time4,scenario5|item099|force5|time5,scenario6|item128|force6|time6,38.78430176,-121.3706055,-1
R_1CshoBlLMrHyFS5,Default Response Set,Anonymous,,,73.205.8.93,0,7/23/2016 14:44,7/23/2016 14:47,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,3,17.472,17.784,19.269,2,1,,,,,,,,,,,,,,,,,,,,1,5,19.957,20.973,21.877,3,1,,,,,,,,,,,,,,1,,,,,,,4,23.33,24.874,26.079,2,1,,,,,,,,,,,,,,,,,1,,,,1,17.839,18.319,19.556,2,1,,,,,,,,,,,,,1,,,,,,,,5,37.326,37.798,38.716,2,1,,,1,,,,,,,,,,,,,,,,,,1,27.067,27.067,28.396,1,,26,1,2,,4,8,Scenario 6|Scenario 3|Scenario 5|Scenario 1|Scenario 4|Scenario 2,scenario1|item001|force1|time1,scenario2|item048|force2|time2,scenario3|item066|force3|time3,scenario4|item093|force4|time4,scenario5|item113|force5|time5,scenario6|item123|force6|time6,25.81239319,-80.24009705,-1
R_SGW0WUy6iiduu2Z,Default Response Set,Anonymous,,,76.203.249.88,0,7/23/2016 14:43,7/23/2016 14:47,1,1,1,1,,,,,,,,,,,,,1,,,,,,,,2,40.204,42.699,47.419,2,1,,,,,,,,,,,,,1,,,,,,,,3,29.902,37.79,39.223,3,1,,,,,,,,,,1,,,,,,,,,,,3,31.432,31.432,32.644,1,1,,,,,,,1,,,,,,,,,,,,,,2,27.639,27.639,28.754,1,1,,,,,,,,,,,,1,,,,,,,,,2,28.849,30.638,32.146,2,1,,,,,,,,,,,,1,,,,,,,,,5,33.698,33.698,36.213,1,,41,1,5,,4,5,Scenario 2|Scenario 1|Scenario 5|Scenario 4|Scenario 3|Scenario 6,scenario1|item017|force1|time1,scenario2|item041|force2|time2,scenario3|item062|force3|time3,scenario4|item079|force4|time4,scenario5|item112|force5|time5,scenario6|item136|force6|time6,42.50280762,-83.76940155,-1
R_vVLrK8oVyPeUglX,Default Response Set,Anonymous,,,173.85.94.242,0,7/23/2016 14:42,7/23/2016 14:47,1,1,1,1,,,,,,,,,,,,,,,1,,,,,,3,28.661,29.917,39.264,2,1,,,,,,,,,,,,,,1,,,,,,,4,37.02,37.02,61.239,1,1,,,,,,,,,,,,,,,,,,,1,,4,27,32.846,34.08,2,1,,,,,,,,,,1,,,,,,,,,,,2,16.739,23.948,24.886,3,1,,,,,,,,1,,,,,,,,,,,,,2,14.747,15.475,26.732,2,1,,,,,,,,,,,,,,,,,,1,,,2,48.032,48.032,55.81,1,,44,2,5,,4,7,Scenario 2|Scenario 6|Scenario 1|Scenario 5|Scenario 3|Scenario 4,scenario1|item019|force1|time1,scenario2|item042|force2|time2,scenario3|item071|force3|time3,scenario4|item086|force4|time4,scenario5|item104|force5|time5,scenario6|item142|force6|time6,41.4927063,-74.16100311,-1
R_3oRQzrW2uKnjAGg,Default Response Set,Anonymous,,,72.187.25.245,0,7/23/2016 14:44,7/23/2016 14:47,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,2,20.259,20.259,21.298,1,1,,,,,,,,,,,,1,,,,,,,,,2,12.118,12.118,13.039,1,1,,,,,,,,,,,,1,,,,,,,,,2,33.173,48.836,51.176,3,1,,,,1,,,,,,,,,,,,,,,,,2,6.228,6.228,7.809,1,1,,,,,,,,,,,,1,,,,,,,,,2,7.056,7.056,7.845,1,1,,,,,,,,,,,,,,,,,1,,,,1,42.656,42.656,43.616,1,,36,1,5,,4,6,Scenario 3|Scenario 6|Scenario 2|Scenario 4|Scenario 5|Scenario 1,scenario1|item002|force1|time1,scenario2|item040|force2|time2,scenario3|item064|force3|time3,scenario4|item076|force4|time4,scenario5|item112|force5|time5,scenario6|item141|force6|time6,27.75309753,-82.72239685,-1
R_1KjWTK7f9N2EozX,Default Response Set,Anonymous,,,75.131.68.130,0,7/23/2016 14:43,7/23/2016 14:47,1,1,1,1,,,,,,,,,1,,,,,,,,,,,,4,21.077,23.106,24.309,3,1,,,1,,,,,,,,,,,,,,,,,,2,19.535,22.135,23.352,2,1,,,,,,,,,1,,,,,,,,,,,,4,15.612,19.089,20.399,3,1,,,,,,1,,,,,,,,,,,,,,,1,24.643,26.81,27.91,3,1,,,,,,,,,,1,,,,,,,,,,,4,36.665,42.175,43.147,6,1,,,,,,,,,1,,,,,,,,,,,,4,23.645,28.631,29.368,5,,32,2,5,,6,5,Scenario 4|Scenario 5|Scenario 6|Scenario 2|Scenario 1|Scenario 3,scenario1|item013|force1|time1,scenario2|item027|force2|time2,scenario3|item061|force3|time3,scenario4|item078|force4|time4,scenario5|item110|force5|time5,scenario6|item133|force6|time6,30.53540039,-89.45999908,-1
R_0kP2Y4NkpCsgyVX,Default Response Set,Anonymous,,,98.213.241.163,0,7/23/2016 14:44,7/23/2016 14:47,1,1,1,1,,,,,,,,,,,,,,,,,,1,,,4,18.46,18.956,19.937,2,1,,,,,,,,,,,,,1,,,,,,,,2,19.822,21.768,24.319,2,1,,,,,,,,,,,,,,,,,,,,1,3,23.183,23.183,24.027,1,1,,,,,,,,,,,,,,,,1,,,,,4,19.782,21.595,22.391,3,1,,,,,,,,,1,,,,,,,,,,,,2,16.457,16.457,17.62,1,1,,,,,,,,,,,,,,,,,,1,,,2,20.531,20.531,21.542,1,,34,,5,,5,6,Scenario 6|Scenario 2|Scenario 3|Scenario 5|Scenario 4|Scenario 1,scenario1|item022|force1|time1,scenario2|item041|force2|time2,scenario3|item072|force3|time3,scenario4|item092|force4|time4,scenario5|item109|force5|time5,scenario6|item142|force6|time6,42.28430176,-89.01249695,-1
R_1hyF12NAH1jq8Kf,Default Response Set,Anonymous,,,98.10.228.76,0,7/23/2016 14:44,7/23/2016 14:47,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,2,11.159,11.159,11.844,1,1,,,,,,,,1,,,,,,,,,,,,,1,14.955,15.755,16.503,2,1,,,,,,,,1,,,,,,,,,,,,,2,21.183,24.671,25.29,4,1,,,,,,,,,1,,,,,,,,,,,,4,34.493,36.725,37.873,4,1,,,,,,,,,,,1,,,,,,,,,,2,24.905,24.905,25.635,1,1,,,,,,1,,,,,,,,,,,,,,,1,31.215,31.215,33.417,1,,29,1,5,,5,4,Scenario 3|Scenario 4|Scenario 5|Scenario 2|Scenario 1|Scenario 6,scenario1|item004|force1|time1,scenario2|item032|force2|time2,scenario3|item056|force3|time3,scenario4|item085|force4|time4,scenario5|item111|force5|time5,scenario6|item126|force6|time6,43.22639465,-78.02670288,-1
R_50GJVmKE9kiE0jn,Default Response Set,Anonymous,,,108.85.252.218,0,7/23/2016 14:45,7/23/2016 14:47,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,4,17.821,18.474,19.382,2,1,,1,,,,,,,,,,,,,,,,,,,4,15.618,15.618,16.702,1,1,,,,1,,,,,,,,,,,,,,,,,2,15.992,17.31,18.306,2,1,,,,,,,,1,,,,,,,,,,,,,1,14.64,14.64,15.449,1,1,,,,,,,,1,,,,,,,,,,,,,4,13.471,13.471,14.95,1,1,,,,,,,,,,,1,,,,,,,,,,4,15.99,15.99,16.784,1,,48,2,5,,5,6,Scenario 1|Scenario 3|Scenario 2|Scenario 4|Scenario 5|Scenario 6,scenario1|item005|force1|time1,scenario2|item026|force2|time2,scenario3|item052|force3|time3,scenario4|item080|force4|time4,scenario5|item104|force5|time5,scenario6|item135|force6|time6,37.67030334,-121.0168991,-1
R_0OFI31KCy6Z3pmx,Default Response Set,Anonymous,,,68.34.158.24,0,7/23/2016 14:42,7/23/2016 14:47,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,1,32.337,32.337,34.221,1,1,,,,,,,,,,,,,,,,1,,,,,2,43.11,47.474,48.858,2,1,,,,,,,,,,,,,,1,,,,,,,2,35.941,35.941,37.884,1,1,,,,,,,,,,,,1,,,,,,,,,2,39.1,39.1,42.703,1,1,,,,1,,,,,,,,,,,,,,,,,4,77.519,77.519,79.332,1,1,,,,,,,,,,,,,1,,,,,,,,1,38.723,38.723,40.287,1,,35,2,5,,4,7,Scenario 6|Scenario 1|Scenario 5|Scenario 2|Scenario 3|Scenario 4,scenario1|item003|force1|time1,scenario2|item044|force2|time2,scenario3|item066|force3|time3,scenario4|item088|force4|time4,scenario5|item100|force5|time5,scenario6|item137|force6|time6,35.13710022,-85.03679657,-1
R_2V89HYsmJLZQnkI,Default Response Set,Anonymous,,,68.3.154.251,0,7/23/2016 14:43,7/23/2016 14:48,1,1,1,1,,,,,,,,,,,,,,,,,,,1,,2,51.541,51.541,53.566,1,1,,,,,,,,,,,1,,,,,,,,,,4,26.3,26.3,27.01,1,1,,,,,,,,,,,1,,,,,,,,,,2,23.481,23.481,25.065,1,1,,,,,,,,,,,1,,,,,,,,,,2,29.243,29.243,30.376,1,1,,,,1,,,,,,,,,,,,,,,,,2,26.2,26.2,28.262,1,1,,,,,1,,,,,,,,,,,,,,,,2,50.765,50.765,51.701,1,,28,1,5,,5,7,Scenario 6|Scenario 5|Scenario 4|Scenario 1|Scenario 2|Scenario 3,scenario1|item023|force1|time1,scenario2|item039|force2|time2,scenario3|item063|force3|time3,scenario4|item087|force4|time4,scenario5|item100|force5|time5,scenario6|item125|force6|time6,33.4651947,-112.0496979,-1
R_3Duxq4fia3b00NO,Default Response Set,Anonymous,,,71.59.59.90,0,7/23/2016 14:44,7/23/2016 14:48,1,1,1,1,,,,,,,,,,,,,,,1,,,,,,2,23.613,23.613,24.788,1,1,,,,,,,,,,,,,,,,,,,,1,2,23.825,23.825,25.118,1,1,,,,,,,,,,1,,,,,,,,,,,2,17.148,17.148,18.42,1,1,,,,,,,,,,,,,1,,,,,,,,2,20.305,20.305,21.421,1,1,,,,,,,,,,,1,,,,,,,,,,2,25.435,25.435,26.858,1,1,,,,,,,,,,,1,,,,,,,,,,2,35.496,35.496,37.742,1,,57,2,5,,4,7,Scenario 6|Scenario 2|Scenario 4|Scenario 5|Scenario 3|Scenario 1,scenario1|item019|force1|time1,scenario2|item048|force2|time2,scenario3|item062|force3|time3,scenario4|item089|force4|time4,scenario5|item111|force5|time5,scenario6|item135|force6|time6,34.26620483,-85.11589813,-1
R_1IYp4MDY26jZ53q,Default Response Set,Anonymous,,,104.245.77.124,0,7/23/2016 14:47,7/23/2016 14:48,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,3,7.788,7.788,8.619,1,1,,,,,,,,,,,,,,,1,,,,,,1,2.114,2.114,3.234,1,1,,,,,,1,,,,,,,,,,,,,,,2,3.251,3.251,4.13,1,1,,,,,,,,,,,,,1,,,,,,,,4,0.943,0.943,1.694,1,1,,,,,,,,,,,,,,,,1,,,,,2,0.89,1.81,2.852,2,1,,,,,,,,,,,,,,,,,,,1,,4,1.401,1.401,2.079,1,,26,1,5,,5,5,Scenario 1|Scenario 3|Scenario 6|Scenario 2|Scenario 5|Scenario 4,scenario1|item024|force1|time1,scenario2|item043|force2|time2,scenario3|item054|force3|time3,scenario4|item089|force4|time4,scenario5|item116|force5|time5,scenario6|item143|force6|time6,35.11450195,-101.7712021,-1
R_1PYQrGZGFUmL3CB,Default Response Set,Anonymous,,,98.231.225.246,0,7/23/2016 14:29,7/23/2016 14:48,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,5,2.448,31.447,32.551,3,1,,,,,,,1,,,,,,,,,,,,,,4,348.311,870.741,871.708,10,1,,1,,,,,,,,,,,,,,,,,,,4,11.877,25.64,26.61,3,1,,,,,,,,,,,,,,,,1,,,,,5,32.656,60.603,62.051,6,1,,,,,,,,,,,,,,,,,,,1,,2,4.704,44.971,46.38,6,1,,,,,1,,,,,,,,,,,,,,,,5,2.152,60.582,64.294,12,,36,1,,,3,9,Scenario 1|Scenario 4|Scenario 3|Scenario 2|Scenario 5|Scenario 6,scenario1|item002|force1|time1,scenario2|item031|force2|time2,scenario3|item050|force3|time3,scenario4|item092|force4|time4,scenario5|item119|force5|time5,scenario6|item125|force6|time6,39.25750732,-76.49510193,-1
R_9Fzl552V53ss3d3,Default Response Set,Anonymous,,,184.164.146.26,0,7/23/2016 14:33,7/23/2016 14:48,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,2,47.48,47.48,49.173,1,1,,,,,,,,,,,,,,,,,,,1,,2,126.214,127.479,129.127,2,1,,,,,,1,,,,,,,,,,,,,,,2,28.779,28.779,31.767,1,1,,,,,,,,,,,,1,,,,,,,,,2,15.348,15.348,27.579,1,1,,,,,,,,,,,,,,1,,,,,,,4,37.209,37.209,40.087,1,1,,,,,,,,,1,,,,,,,,,,,,3,81.289,81.289,84.075,1,,45,1,3,,4,8,Scenario 1|Scenario 6|Scenario 5|Scenario 3|Scenario 2|Scenario 4,scenario1|item005|force1|time1,scenario2|item047|force2|time2,scenario3|item054|force3|time3,scenario4|item088|force4|time4,scenario5|item114|force5|time5,scenario6|item133|force6|time6,33.43569946,-111.917099,-1
R_2aVpvNrIFdg5uH2,Default Response Set,Anonymous,,,73.214.243.173,0,7/23/2016 14:45,7/23/2016 14:48,1,1,1,1,,,,,,,,,,,,,,,,,1,,,,5,2.446,20.276,21.023,3,1,,,,,,,,,,,,,,,,1,,,,,2,3.335,27.26,28.181,5,1,1,,,,,,,,,,,,,,,,,,,,1,2.038,22.806,23.618,3,1,,,1,,,,,,,,,,,,,,,,,,4,7.265,23.045,23.72,2,1,,,,,,,,,,,,,1,,,,,,,,3,4.526,23.209,24.814,2,1,,,,,,,,,,,,,,1,,,,,,,4,2.667,17.809,18.619,3,,34,1,5,,2,7,Scenario 4|Scenario 3|Scenario 1|Scenario 2|Scenario 5|Scenario 6,scenario1|item021|force1|time1,scenario2|item044|force2|time2,scenario3|item049|force3|time3,scenario4|item075|force4|time4,scenario5|item113|force5|time5,scenario6|item138|force6|time6,40.33560181,-79.55069733,-1
R_22tN7VVAvqFaEHm,Default Response Set,Anonymous,,,148.74.147.119,0,7/23/2016 14:46,7/23/2016 14:48,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,4,11.137,11.137,13.526,1,1,,,,,,,,,,1,,,,,,,,,,,4,9.744,17.289,18.543,17,1,,,,,,,,,,,,1,,,,,,,,,1,15.969,15.969,16.918,1,1,,,,,,1,,,,,,,,,,,,,,,2,10.467,10.467,11.572,1,1,,,,,,,,,,,,,,1,,,,,,,3,17.768,17.783,19.143,2,1,,1,,,,,,,,,,,,,,,,,,,2,5.251,14.33,15.68,12,,18,2,1,,4,8,Scenario 2|Scenario 6|Scenario 3|Scenario 4|Scenario 5|Scenario 1,scenario1|item020|force1|time1,scenario2|item038|force2|time2,scenario3|item064|force3|time3,scenario4|item078|force4|time4,scenario5|item114|force5|time5,scenario6|item122|force6|time6,40.88380432,-74.7559967,-1
R_2AKK8s93Ra02IFc,Default Response Set,Anonymous,,,73.74.102.245,0,7/23/2016 14:46,7/23/2016 14:48,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,2,14.696,14.696,16.649,1,1,,,,,,,,,,,,,,1,,,,,,,3,37.328,37.328,38.465,1,1,,,,,1,,,,,,,,,,,,,,,,3,11.139,11.139,13.736,1,1,,,,,,,,,,,,,,,,,,1,,,2,6.865,6.865,8.042,1,1,,,1,,,,,,,,,,,,,,,,,,2,36.413,36.413,37.888,1,1,,,,,,,,,,,,1,,,,,,,,,2,3.971,3.971,5.462,1,,35,2,5,,6,8,Scenario 5|Scenario 2|Scenario 1|Scenario 3|Scenario 6|Scenario 4,scenario1|item020|force1|time1,scenario2|item042|force2|time2,scenario3|item053|force3|time3,scenario4|item094|force4|time4,scenario5|item099|force5|time5,scenario6|item136|force6|time6,42.34120178,-88.11370087,-1
R_1GIwQ3idrZnBv8w,Default Response Set,Anonymous,,,71.0.179.107,0,7/23/2016 14:41,7/23/2016 14:48,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,4,47.1,47.1,49.136,1,1,,,,,,,,,,,1,,,,,,,,,,2,43.504,48.408,49.818,2,1,,,,,,,1,,,,,,,,,,,,,,4,65.091,65.091,72.976,1,1,,,,,,,,,,,,,,,1,,,,,,2,46.417,61.296,65.113,3,1,,,,,,,,,,1,,,,,,,,,,,4,35.883,35.883,41.203,1,1,,,,,,,1,,,,,,,,,,,,,,2,41.852,41.852,44.933,1,,53,2,1,,4,9,Scenario 3|Scenario 2|Scenario 5|Scenario 1|Scenario 6|Scenario 4,scenario1|item020|force1|time1,scenario2|item039|force2|time2,scenario3|item055|force3|time3,scenario4|item091|force4|time4,scenario5|item110|force5|time5,scenario6|item127|force6|time6,34.93389893,-78.82260132,-1
R_3NKDN0oXpvDUDfy,Default Response Set,Anonymous,,,174.134.100.37,0,7/23/2016 14:46,7/23/2016 14:48,1,1,1,1,,,,,,,,,,1,,,,,,,,,,,2,6.092,6.092,11.914,1,1,,,,,1,,,,,,,,,,,,,,,,2,9.805,12.232,13.841,3,1,,,,,,,,,,,,,,,,,,,1,,3,1.514,1.514,17.261,1,1,,,,,,,,1,,,,,,,,,,,,,3,6.309,6.309,7.566,1,1,,1,,,,,,,,,,,,,,,,,,,4,26.193,26.193,26.977,1,1,,,,,,,,,,,,1,,,,,,,,,4,1.933,1.933,3.029,1,,35,1,5,,4,7,Scenario 5|Scenario 4|Scenario 1|Scenario 2|Scenario 6|Scenario 3,scenario1|item014|force1|time1,scenario2|item029|force2|time2,scenario3|item071|force3|time3,scenario4|item080|force4|time4,scenario5|item098|force5|time5,scenario6|item136|force6|time6,35.20440674,-118.8647995,-1
R_28CnNeo4f8Dxul9,Default Response Set,Anonymous,,,75.171.154.86,0,7/23/2016 14:43,7/23/2016 14:48,1,1,1,1,,,,,,,,,1,,,,,,,,,,,,3,40.965,40.965,41.957,1,1,,,,1,,,,,,,,,,,,,,,,,2,87.823,87.823,89.557,1,1,,,,,,,,,,,,,1,,,,,,,,3,38.916,38.916,49.246,1,1,,,,,,,,,,,,,,,,,,1,,,3,25.921,25.921,26.785,1,1,,,,,,,,,,,,,,,,,,1,,,4,13.812,15.013,23.113,2,1,,,,,,,,,,,,,,,1,,,,,,4,19.232,19.232,20.043,1,,37,2,5,,6,4,Scenario 4|Scenario 2|Scenario 3|Scenario 6|Scenario 1|Scenario 5,scenario1|item013|force1|time1,scenario2|item028|force2|time2,scenario3|item065|force3|time3,scenario4|item094|force4|time4,scenario5|item118|force5|time5,scenario6|item139|force6|time6,39.75250244,-104.9994965,-1
R_DubEEGu51pAKIWB,Default Response Set,Anonymous,,,104.169.250.233,0,7/23/2016 14:45,7/23/2016 14:48,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,4,4.555,21.427,23.026,2,1,,,,,,,,,,,,1,,,,,,,,,4,25.208,26.437,27.939,2,1,,,,,,,,,1,,,,,,,,,,,,2,22.521,22.521,25.38,1,1,,,,,,,,,,,,,,,,,1,,,,2,17.799,27.126,28.615,2,1,,,,,,1,,,,,,,,,,,,,,,2,17.258,17.258,19.862,1,1,,,,,,,,,,,,,,,,,,1,,,2,1.558,21.401,22.78,2,,28,2,5,,2,8,Scenario 3|Scenario 1|Scenario 5|Scenario 2|Scenario 6|Scenario 4,scenario1|item024|force1|time1,scenario2|item040|force2|time2,scenario3|item061|force3|time3,scenario4|item093|force4|time4,scenario5|item102|force5|time5,scenario6|item142|force6|time6,45.12609863,-92.51280212,-1
R_2AKzTeL4okqoJ1P,Default Response Set,Anonymous,,,65.60.169.2,0,7/23/2016 14:45,7/23/2016 14:48,1,1,1,1,,,,,,,,1,,,,,,,,,,,,,3,39.045,39.636,40.547,2,1,1,,,,,,,,,,,,,,,,,,,,2,19.458,20.103,21.911,2,1,,,,,,,,,,,,,,,,,1,,,,3,29.115,29.115,34.579,1,1,,,,,,,,,,,1,,,,,,,,,,1,31.908,32.527,34.248,2,1,,,,,,,,,,,,1,,,,,,,,,2,16.945,18.031,19.031,3,1,,,,,,,,,,,,,,,,,1,,,,2,19.369,19.369,20.951,1,,30,2,5,,5,5,Scenario 3|Scenario 2|Scenario 6|Scenario 1|Scenario 4|Scenario 5,scenario1|item008|force1|time1,scenario2|item025|force2|time2,scenario3|item069|force3|time3,scenario4|item087|force4|time4,scenario5|item112|force5|time5,scenario6|item141|force6|time6,39.95370483,-82.93170166,-1
R_3OkLMJJLTKGWDsY,Default Response Set,Anonymous,,,68.118.74.51,0,7/23/2016 14:43,7/23/2016 14:48,1,1,1,1,,,,,,,,,,,,1,,,,,,,,,4,22.018,22.018,24.947,1,1,,,,,,,1,,,,,,,,,,,,,,2,26.32,26.32,29.14,1,1,,,,,,,,,1,,,,,,,,,,,,4,28.918,28.918,34.704,1,1,,,,,,,,,,,,,,,,,,1,,,3,78.891,80.13,80.949,2,1,,,,,,,,,,,,,,,,,,,,1,4,80.119,80.119,81.374,1,1,,,,,,,,,,1,,,,,,,,,,,2,36.573,36.573,37.995,1,,50,1,5,,4,9,Scenario 3|Scenario 5|Scenario 6|Scenario 2|Scenario 4|Scenario 1,scenario1|item016|force1|time1,scenario2|item031|force2|time2,scenario3|item061|force3|time3,scenario4|item094|force4|time4,scenario5|item120|force5|time5,scenario6|item134|force6|time6,42.53860474,-123.3478012,-1
R_86XT0avawnF7G4V,Default Response Set,Anonymous,,,172.58.201.242,0,7/23/2016 14:44,7/23/2016 14:49,1,1,1,1,,,,,,,,,,,,,,,1,,,,,,3,19.601,19.601,20.679,1,1,,,,,1,,,,,,,,,,,,,,,,4,59.589,59.589,60.099,1,1,,,,,,,1,,,,,,,,,,,,,,4,63.473,63.473,64.134,1,1,,,1,,,,,,,,,,,,,,,,,,4,22.691,22.691,23.419,1,1,,,,,,,1,,,,,,,,,,,,,,2,14.99,27.472,28.177,2,1,,,,,,1,,,,,,,,,,,,,,,1,25.085,26.185,27.18,2,,37,2,5,,2,5,Scenario 6|Scenario 5|Scenario 3|Scenario 2|Scenario 4|Scenario 1,scenario1|item019|force1|time1,scenario2|item029|force2|time2,scenario3|item055|force3|time3,scenario4|item075|force4|time4,scenario5|item103|force5|time5,scenario6|item126|force6|time6,39.95140076,-75.15820313,-1
R_1qb17hZ9ExzhmqY,Default Response Set,Anonymous,,,108.90.100.107,0,7/23/2016 14:46,7/23/2016 14:49,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,2,13.785,13.785,14.642,1,1,,,,1,,,,,,,,,,,,,,,,,2,16.174,16.174,19.388,1,1,,,,,,,,,,,,,1,,,,,,,,2,11.387,12.421,13.951,2,1,,,,,,,,,1,,,,,,,,,,,,2,15.79,15.79,16.839,1,1,1,,,,,,,,,,,,,,,,,,,,2,15.588,18.056,19.034,3,1,,1,,,,,,,,,,,,,,,,,,,2,3.354,4.441,19.267,2,,22,2,5,,5,4,Scenario 5|Scenario 2|Scenario 4|Scenario 1|Scenario 3|Scenario 6,scenario1|item007|force1|time1,scenario2|item028|force2|time2,scenario3|item065|force3|time3,scenario4|item085|force4|time4,scenario5|item097|force5|time5,scenario6|item122|force6|time6,33.4467926,-86.74040222,-1
R_SUne2T4nAk3nUwV,Default Response Set,Anonymous,,,50.138.139.182,0,7/23/2016 14:44,7/23/2016 14:49,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,27.983,28.798,30.475,2,1,,,,,,1,,,,,,,,,,,,,,,1,26.163,26.163,29.297,1,1,,,,,,,,,,,,,,,,,1,,,,4,30.829,31.564,33.206,2,1,,,,,,,,,1,,,,,,,,,,,,5,25.895,27.857,29.196,2,1,,1,,,,,,,,,,,,,,,,,,,5,8.114,66.778,70.038,4,1,1,,,,,,,,,,,,,,,,,,,,1,34.157,34.157,36.235,1,,50,1,5,,4,9,Scenario 5|Scenario 1|Scenario 3|Scenario 2|Scenario 6|Scenario 4,scenario1|item001|force1|time1,scenario2|item030|force2|time2,scenario3|item069|force3|time3,scenario4|item085|force4|time4,scenario5|item098|force5|time5,scenario6|item121|force6|time6,42.47549438,-70.9068985,-1
R_2QYBRsZVfkj53Ox,Default Response Set,Anonymous,,,174.59.122.139,0,7/23/2016 14:34,7/23/2016 14:49,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,5,12.527,12.527,12.899,1,1,,,1,,,,,,,,,,,,,,,,,,4,15.309,18.089,18.656,3,1,,,,,,,,,,,,,,,,1,,,,,4,754.327,755.129,755.643,2,1,,,,,,,,,,,,,,,,,,1,,,3,13.935,13.935,14.923,1,1,,,,,,,,,,,,,,,,1,,,,,4,14.543,14.543,15.12,1,1,,,,,,,,,,,,,,,,,1,,,,4,14.637,14.637,15.241,1,,25,1,5,,5,6,Scenario 3|Scenario 5|Scenario 4|Scenario 6|Scenario 1|Scenario 2,scenario1|item006|force1|time1,scenario2|item027|force2|time2,scenario3|item068|force3|time3,scenario4|item094|force4|time4,scenario5|item116|force5|time5,scenario6|item141|force6|time6,40.78489685,-77.84700012,-1
