ResponseID,V2,V3,V4,V5,V6,V7,V8,V9,V10,Consent,Instr,scenario1,item001,item002,item003,item004,item005,item006,item007,item008,item013,item014,item015,item016,item017,item018,item019,item020,item021,item022,item023,item024,time1_1,time1_2,time1_3,time1_4,scenario2,item025,item026,item027,item028,item029,item030,item031,item032,item037,item038,item039,item040,item041,item042,item043,item044,item045,item046,item047,item048,time2_1,time2_2,time2_3,time2_4,scenario3,item049,item050,item051,item052,item053,item054,item055,item056,item061,item062,item063,item064,item065,item066,item067,item068,item069,item070,item071,item072,time3_1,time3_2,time3_3,time3_4,scenario4,item073,item074,item075,item076,item077,item078,item079,item080,item085,item086,item087,item088,item089,item090,item091,item092,item093,item094,item095,item096,time4_1,time4_2,time4_3,time4_4,scenario5,item097,item098,item099,item100,item101,item102,item103,item104,item109,item110,item111,item112,item113,item114,item115,item116,item117,item118,item119,item120,time5_1,time5_2,time5_3,time5_4,scenario6,item121,item122,item123,item124,item125,item126,item127,item128,item133,item134,item135,item136,item137,item138,item139,item140,item141,item142,item143,item144,time6_1,time6_2,time6_3,time6_4,demo,age,gender,ethnicity,ethnicity_TEXT,education,ses,DO-BR-FL_11,DO-BL-Scenario1,DO-BL-Scenario2,DO-BL-Scenario3,DO-BL-Scenario4,DO-BL-Scenario5,DO-BL-Scenario6,LocationLatitude,LocationLongitude,LocationAccuracy
R_2EsjH4YVJOdjAUJ,Default Response Set,Anonymous,,,96.36.9.12,0,1/13/2017 10:18,1/13/2017 10:24,1,1,1,1,,,19,,,,,,,,,,,,,,,,,,48.624,48.624,49.822,1,1,,,,,,,,,,,15,,,,,,,,,,42.457,42.457,44.395,1,1,,,,,,,,,,,,,,15,,,,,,,37.884,37.884,39.552,1,1,,,,,15,,,,,,,,,,,,,,,,37.429,37.429,39.227,1,1,,,,,15,,,,,,,,,,,,,,,,38.131,38.131,42.088,1,1,,,,,,15,,,,,,,,,,,,,,,72.434,72.434,75.551,1,,50,2,5,,4,6,Scenario 1|Scenario 4|Scenario 5|Scenario 2|Scenario 6|Scenario 3,scenario1|item003|time1,scenario2|item039|time2,scenario3|item066|time3,scenario4|item077|time4,scenario5|item101|time5,scenario6|item126|time6,43.93339539,-86.26409912,-1
R_2dnG76FqGKjN24h,Default Response Set,Anonymous,,,24.102.136.156,0,1/13/2017 10:21,1/13/2017 10:24,1,1,1,1,,,,15,,,,,,,,,,,,,,,,,22.508,22.508,24.184,1,1,,,,,,,,,,,,,,,,15,,,,,28.11,30.126,31.568,2,1,,,,15,,,,,,,,,,,,,,,,,24.752,24.752,27.009,1,1,,,,,,,,,,,,,15,,,,,,,,21.941,21.941,26.236,1,1,,,,,,,,,,,,15,,,,,,,,,21.602,21.602,23.014,1,1,,,,,,,,,,,,,15,,,,,,,,23.254,24.328,26.429,2,,49,2,5,,2,9,Scenario 2|Scenario 1|Scenario 6|Scenario 5|Scenario 3|Scenario 4,scenario1|item004|time1,scenario2|item044|time2,scenario3|item052|time3,scenario4|item089|time4,scenario5|item112|time5,scenario6|item137|time6,40.61520386,-75.54370117,-1
R_28B2cG2wx7lb3oA,Default Response Set,Anonymous,,,172.97.21.96,0,1/13/2017 10:19,1/13/2017 10:24,1,1,1,1,,,,,,,,,,,,,,,,,,15,,,33.343,33.343,35.236,1,1,,,15,,,,,,,,,,,,,,,,,,43.083,43.083,45.122,1,1,,,,15,,,,,,,,,,,,,,,,,35.91,37.008,38.628,2,1,,,,,,,15,,,,,,,,,,,,,,41.592,41.592,43.425,1,1,,,,,,,,,,,,,,,16,,,,,,56.123,59.508,61.954,3,1,,,,,,,,,,,15,,,,,,,,,,37.767,37.767,39.998,1,,23,2,5,,4,8,Scenario 5|Scenario 4|Scenario 6|Scenario 2|Scenario 1|Scenario 3,scenario1|item022|time1,scenario2|item027|time2,scenario3|item052|time3,scenario4|item079|time4,scenario5|item115|time5,scenario6|item135|time6,37.834198,-82.88639832,-1
R_A6WgrCEFk3E0DBv,Default Response Set,Anonymous,,,73.242.94.127,0,1/13/2017 10:16,1/13/2017 10:25,1,1,1,1,,,,,,,,,,,,,,,,16,,,,,103.579,106.784,108.479,3,1,,15,,,,,,,,,,,,,,,,,,,15.425,18.186,19.196,3,1,,,,,,,,,15,,,,,,,,,,,,20.023,22.275,22.751,3,1,,,,,,,,15,,,,,,,,,,,,,1.417,5.793,6.56,4,1,,,,,,,,,,,,,,,15,,,,,,8.819,18.285,19.357,4,1,,,,,,,16,,,,,,,,,,,,,,3.691,6.952,9.021,5,,30,2,5,,5,5,Scenario 2|Scenario 5|Scenario 3|Scenario 1|Scenario 6|Scenario 4,scenario1|item020|time1,scenario2|item026|time2,scenario3|item061|time3,scenario4|item080|time4,scenario5|item115|time5,scenario6|item127|time6,44.87449646,-93.37519836,-1
R_3Pig0Mhh8uWVxHb,Default Response Set,Anonymous,,,47.200.13.174,0,1/13/2017 10:21,1/13/2017 10:25,1,1,1,1,,,,,,,,,,,,,,,15,,,,,,20.541,43.303,44.709,3,1,,,,,,,,,15,,,,,,,,,,,,18.26,20.467,22.189,2,1,15,,,,,,,,,,,,,,,,,,,,3.821,29.522,31.391,3,1,,,,,,,,,15,,,,,,,,,,,,9.951,20.496,22.908,2,1,,,,,,,,,,,,,,,,,,,15,,3.014,24.189,25.921,2,1,,,,,,,,,,,,,,,,,15,,,,4.112,40.829,42.503,4,,54,2,5,,5,8,Scenario 3|Scenario 5|Scenario 4|Scenario 6|Scenario 1|Scenario 2,scenario1|item019|time1,scenario2|item037|time2,scenario3|item049|time3,scenario4|item085|time4,scenario5|item119|time5,scenario6|item141|time6,28.12030029,-82.35289764,-1
R_1g2sQRIbJzHirbc,Default Response Set,Anonymous,,,67.175.64.6,0,1/13/2017 10:22,1/13/2017 10:25,1,1,1,1,,,,,,,,,,15,,,,,,,,,,,13.647,15.435,16.087,2,1,,,,,,18,,,,,,,,,,,,,,,43.886,43.886,45.552,1,1,,,,,,,,,15,,,,,,,,,,,,14.776,14.776,15.924,1,1,,,,,,,,,,,,,,,,,15,,,,23.559,23.559,24.699,1,1,,,,,,16,,,,,,,,,,,,,,,18.582,18.582,19.786,1,1,,,,,,,,,,,,,,,18,,,,,,36.415,36.415,37.898,1,,29,1,5,,8,6,Scenario 4|Scenario 5|Scenario 2|Scenario 1|Scenario 6|Scenario 3,scenario1|item014|time1,scenario2|item030|time2,scenario3|item061|time3,scenario4|item093|time4,scenario5|item102|time5,scenario6|item139|time6,41.8493042,-87.67310333,-1
R_3j2TN9ujZ0AQDZX,Default Response Set,Anonymous,,,71.28.48.123,0,1/13/2017 10:17,1/13/2017 10:25,1,1,1,1,,,,,,,,,,,,,,19,,,,,,,9.473,10.185,16.795,3,1,,,16,,,,,,,,,,,,,,,,,,211.838,211.838,212.495,1,1,,,,,,,,,,,,,,,16,,,,,,21.464,24.839,25.685,3,1,,,,,,,,,,,,,,,,,,,,16,175.012,175.012,176.622,1,1,,,,,,,,,,,,,,,,,,,,16,10.937,13.208,14.281,3,1,,,,,,,,,,,,15,,,,,,,,,6.996,6.996,9.2,1,,37,2,5,,5,7,Scenario 3|Scenario 2|Scenario 5|Scenario 4|Scenario 1|Scenario 6,scenario1|item018|time1,scenario2|item027|time2,scenario3|item067|time3,scenario4|item096|time4,scenario5|item120|time5,scenario6|item136|time6,41.25010681,-81.45770264,-1
R_3NXjzhjH745jt0x,Default Response Set,Anonymous,,,98.251.17.160,0,1/13/2017 10:17,1/13/2017 10:25,1,1,1,1,15,,,,,,,,,,,,,,,,,,,,57.445,57.445,58.436,1,1,,,,,,,,,,15,,,,,,,,,,,37.858,37.858,38.835,1,1,,,,,,,,,,,,,,,,,,15,,,23.918,23.918,24.87,1,1,,,,,,,,,,,,,16,,,,,,,,33.631,34.143,41.468,2,1,16,,,,,,,,,,,,,,,,,,,,42.77,42.77,43.852,1,1,,,,,,,,,,,,,16,,,,,,,,130.094,131.295,132.353,3,,39,2,5,,4,7,Scenario 4|Scenario 2|Scenario 3|Scenario 1|Scenario 6|Scenario 5,scenario1|item001|time1,scenario2|item038|time2,scenario3|item070|time3,scenario4|item089|time4,scenario5|item097|time5,scenario6|item137|time6,33.88220215,-84.37830353,-1
R_9mcHOh5QsegdpgR,Default Response Set,Anonymous,,,65.214.67.191,0,1/13/2017 10:22,1/13/2017 10:25,1,1,1,1,15,,,,,,,,,,,,,,,,,,,,8.037,8.981,10.062,3,1,15,,,,,,,,,,,,,,,,,,,,19.657,19.657,21.249,1,1,,,,,,,,,,,,15,,,,,,,,,5.73,6.129,7.545,2,1,,,,15,,,,,,,,,,,,,,,,,16.693,17.141,18.259,2,1,,,,,,,,,,,,,15,,,,,,,,14.316,14.316,15.467,1,1,,,,,,,18,,,,,,,,,,,,,,12.591,12.591,13.239,1,,39,2,5,,6,3,Scenario 4|Scenario 2|Scenario 1|Scenario 6|Scenario 5|Scenario 3,scenario1|item001|time1,scenario2|item025|time2,scenario3|item064|time3,scenario4|item076|time4,scenario5|item113|time5,scenario6|item127|time6,38.11740112,-89.72180176,-1
R_8AGwWHG2El1YCWt,Default Response Set,Anonymous,,,184.5.69.196,0,1/13/2017 10:21,1/13/2017 10:25,1,1,1,1,,,,,,,,,,,,,16,,,,,,,,27.729,27.729,30.317,1,1,,,,,,,,,,,15,,,,,,,,,,26.615,26.615,27.835,1,1,,,,,,,,,,,,15,,,,,,,,,34.447,35.872,36.877,2,1,,,,,,,,,,,,,,,,18,,,,,34.228,34.228,35.347,1,1,,,,,,,,,,,,,18,,,,,,,,47.197,47.197,48.495,1,1,,,,,,,,,,,,,,,,,,16,,,28.456,29.104,29.966,2,,43,2,5,,4,8,Scenario 5|Scenario 3|Scenario 6|Scenario 4|Scenario 2|Scenario 1,scenario1|item017|time1,scenario2|item039|time2,scenario3|item064|time3,scenario4|item092|time4,scenario5|item113|time5,scenario6|item142|time6,31.02909851,-97.85350037,-1
R_2ea2615rYoMeWkA,Default Response Set,Anonymous,,,206.165.30.218,0,1/13/2017 10:19,1/13/2017 10:25,1,1,1,1,15,,,,,,,,,,,,,,,,,,,,41.373,43.099,44.24,2,1,,,,,,,,,,,,,,,,15,,,,,65.759,68.021,69.224,2,1,,,,,,,,,,,,,,,,,15,,,,40.852,42.14,43.512,2,1,,,,,,,,,,,,,,,,17,,,,,37.232,40.063,41.108,3,1,,,,15,,,,,,,,,,,,,,,,,33.267,34.569,35.959,2,1,15,,,,,,,,,,,,,,,,,,,,53.694,54.878,56.433,2,,52,2,5,,5,6,Scenario 2|Scenario 5|Scenario 3|Scenario 1|Scenario 6|Scenario 4,scenario1|item001|time1,scenario2|item044|time2,scenario3|item069|time3,scenario4|item092|time4,scenario5|item100|time5,scenario6|item121|time6,35.81809998,-78.56359863,-1
R_3JdWhlu8svADJao,Default Response Set,Anonymous,,,71.70.163.216,0,1/13/2017 10:15,1/13/2017 10:25,1,1,1,1,,22,,,,,,,,,,,,,,,,,,,25.808,25.808,26.489,1,1,,,,,16,,,,,,,,,,,,,,,,48.242,48.242,49.15,1,1,,,,16,,,,,,,,,,,,,,,,,28.594,28.594,29.166,1,1,,,,,,,,,,,,,,19,,,,,,,37.041,37.041,37.535,1,1,,,,,,,,,,,,,,,,,18,,,,39.477,39.477,39.924,1,1,,,,,,,,,,,17,,,,,,,,,,87.145,87.145,87.989,1,,32,1,1,,4,6,Scenario 3|Scenario 6|Scenario 1|Scenario 4|Scenario 5|Scenario 2,scenario1|item002|time1,scenario2|item029|time2,scenario3|item052|time3,scenario4|item090|time4,scenario5|item117|time5,scenario6|item135|time6,35.87130737,-78.53939819,-1
R_SPnK33G4Hf2amWZ,Default Response Set,Anonymous,,,71.148.8.136,0,1/13/2017 10:13,1/13/2017 10:25,1,1,1,1,,,,,,,,,,,,,,,,15,,,,,55.828,55.828,56.802,1,1,,,,,,,,,,,,,,,,,15,,,,109.918,110.974,111.797,2,1,,,,,,,,,,,15,,,,,,,,,,14.296,15.616,16.704,2,1,,,,,,,,,,,,15,,,,,,,,,30.712,31.881,32.935,2,1,,,,,,,,,,,,15,,,,,,,,,471.397,473.181,474.548,3,1,,,15,,,,,,,,,,,,,,,,,,17.96,19.032,19.757,2,,28,2,5,,2,8,Scenario 5|Scenario 4|Scenario 1|Scenario 2|Scenario 6|Scenario 3,scenario1|item020|time1,scenario2|item045|time2,scenario3|item063|time3,scenario4|item088|time4,scenario5|item112|time5,scenario6|item123|time6,29.68769836,-95.11569977,-1
R_3hDv0cWFnrbCi4H,Default Response Set,Anonymous,,,70.113.16.15,0,1/13/2017 10:22,1/13/2017 10:25,1,1,1,1,,,,,,,15,,,,,,,,,,,,,,7.147,40.832,42.154,9,1,,,,,,,,,,,,,,,,,,,,15,12.345,14.06,15.597,2,1,,,,,,,,,,,,,,,,,15,,,,15.881,23.136,24.499,3,1,,,,,,,,,,,,,,,,,,15,,,17.058,18.386,19.692,2,1,,,,15,,,,,,,,,,,,,,,,,11.836,13.629,15.417,2,1,,,,,,,,,,,,,,,,,15,,,,17.575,22.261,23.583,4,,34,2,2,,5,7,Scenario 1|Scenario 6|Scenario 4|Scenario 3|Scenario 2|Scenario 5,scenario1|item007|time1,scenario2|item048|time2,scenario3|item069|time3,scenario4|item094|time4,scenario5|item100|time5,scenario6|item141|time6,30.45489502,-97.75650024,-1
R_2S8eb69jyRKl6z4,Default Response Set,Anonymous,,,23.105.134.162,0,1/13/2017 10:18,1/13/2017 10:25,1,1,1,1,,,,,,,,16,,,,,,,,,,,,,5.766,6.373,7.093,2,1,,16,,,,,,,,,,,,,,,,,,,2.108,2.848,4.129,2,1,,,,17,,,,,,,,,,,,,,,,,7.984,7.984,10.098,1,1,,,,,,,,,,,,,17,,,,,,,,9.876,11.424,11.897,2,1,,,,,,,18,,,,,,,,,,,,,,83.405,84.316,84.589,2,1,,,,,,,17,,,,,,,,,,,,,,86.958,87.257,87.766,2,,30,1,2,,8,7,Scenario 4|Scenario 3|Scenario 2|Scenario 5|Scenario 1|Scenario 6,scenario1|item008|time1,scenario2|item026|time2,scenario3|item052|time3,scenario4|item089|time4,scenario5|item103|time5,scenario6|item127|time6,33.67480469,-111.9518967,-1
R_3Magx7GYIwtyEPh,Default Response Set,Anonymous,,,96.86.36.141,0,1/13/2017 10:23,1/13/2017 10:25,1,1,1,1,,,,,15,,,,,,,,,,,,,,,,5.363,5.363,6.062,1,1,,,,,,,,,,,,,,,16,,,,,,6.268,6.268,6.89,1,1,,,,,,,,,,16,,,,,,,,,,,51.613,51.613,58.205,1,1,,,,,,,,,,,,,,,15,,,,,,20.153,28.528,29.149,6,1,,,,,,,,,,,,,,,,18,,,,,8.797,14.993,15.565,3,1,,,,,,15,,,,,,,,,,,,,,,9.518,10.106,10.947,2,,23,2,3,,5,5,Scenario 4|Scenario 3|Scenario 5|Scenario 6|Scenario 1|Scenario 2,scenario1|item005|time1,scenario2|item043|time2,scenario3|item062|time3,scenario4|item091|time4,scenario5|item116|time5,scenario6|item126|time6,38.93479919,-77.26719666,-1
R_wQTkMsNaE7OGg0x,Default Response Set,Anonymous,,,47.18.19.206,0,1/13/2017 10:23,1/13/2017 10:25,1,1,1,1,,,,,,,,,,,15,,,,,,,,,,15.174,16.11,16.691,2,1,,,,,,,,,,15,,,,,,,,,,,15.374,18.022,19.292,3,1,,,,,,,15,,,,,,,,,,,,,,17.279,17.279,18.473,1,1,,,16,,,,,,,,,,,,,,,,,,18.743,18.743,20.003,1,1,,,,,,,,,,,,,,,,,,,,15,21.572,23.707,26.117,2,1,,,,,,,,,,,,,,,,15,,,,,19.583,20.879,21.965,2,,49,2,5,,5,4,Scenario 5|Scenario 3|Scenario 2|Scenario 4|Scenario 1|Scenario 6,scenario1|item015|time1,scenario2|item038|time2,scenario3|item055|time3,scenario4|item075|time4,scenario5|item120|time5,scenario6|item140|time6,40.61000061,-73.91079712,-1
R_8J5ps3Sw9wPaU5r,Default Response Set,Anonymous,,,108.253.177.26,0,1/13/2017 10:23,1/13/2017 10:25,1,1,1,1,,,,,,,,,,,,,,,,,,,15,,18.58,18.58,19.652,1,1,,,,,,,15,,,,,,,,,,,,,,12.357,12.357,13.174,1,1,,,,,,,,,,,,,,,,16,,,,,13.465,13.465,14.299,1,1,,15,,,,,,,,,,,,,,,,,,,12.165,12.165,13.17,1,1,,,,,,,,15,,,,,,,,,,,,,13.973,13.973,14.962,1,1,,,,,,,,,,15,,,,,,,,,,,35.964,35.964,38.976,1,,28,1,5,,5,8,Scenario 6|Scenario 4|Scenario 5|Scenario 2|Scenario 3|Scenario 1,scenario1|item023|time1,scenario2|item031|time2,scenario3|item068|time3,scenario4|item074|time4,scenario5|item104|time5,scenario6|item134|time6,32.85940552,-117.2072983,-1
R_3ENeqAuLXESq2Tt,Default Response Set,Anonymous,,,204.214.145.6,0,1/13/2017 10:20,1/13/2017 10:25,1,1,1,1,,,,,,,,,15,,,,,,,,,,,,2.315,50.227,53.001,24,1,,,,,,,,16,,,,,,,,,,,,,2.382,42.568,43.693,34,1,,,15,,,,,,,,,,,,,,,,,,2.541,33.053,33.916,40,1,,16,,,,,,,,,,,,,,,,,,,1.861,49.323,51.752,21,1,,,,,,,,,,,,,,,,,,,15,,2.499,38.252,39.81,39,1,15,,,,,,,,,,,,,,,,,,,,4.206,40.168,41.104,33,,30,2,5,,3,7,Scenario 4|Scenario 6|Scenario 3|Scenario 1|Scenario 2|Scenario 5,scenario1|item013|time1,scenario2|item032|time2,scenario3|item051|time3,scenario4|item074|time4,scenario5|item119|time5,scenario6|item121|time6,32.90130615,-96.79360199,-1
R_1exV8MvuU9YQXcg,Default Response Set,Anonymous,,,99.44.143.89,0,1/13/2017 10:19,1/13/2017 10:26,1,1,1,1,,,,,,,,,,,,,19,,,,,,,,35.031,35.031,35.969,1,1,,,,,,,,,,15,,,,,,,,,,,165.289,165.289,166.284,1,1,,,,,,,,,,,,,,,,19,,,,,35.362,36.243,37.666,2,1,,,,15,,,,,,,,,,,,,,,,,24.21,24.21,25.082,1,1,,17,,,,,,,,,,,,,,,,,,,29.064,29.064,29.98,1,1,,,,,,,,,,,,,,,,,,,15,,31.477,31.477,33.223,1,,38,2,5,,4,8,Scenario 3|Scenario 1|Scenario 2|Scenario 6|Scenario 4|Scenario 5,scenario1|item017|time1,scenario2|item038|time2,scenario3|item068|time3,scenario4|item076|time4,scenario5|item098|time5,scenario6|item143|time6,29.84849548,-90.06330109,-1
R_30f2zNHVUEno0qK,Default Response Set,Anonymous,,,199.87.224.67,0,1/13/2017 10:12,1/13/2017 10:26,1,1,1,1,,,,,,,,,,,,,,,,,16,,,,49.962,55.754,56.442,2,1,,,,,,,,,,,,,,16,,,,,,,1.66,1.66,6.146,1,1,,,,,,,,,,,,,16,,,,,,,,609.564,609.564,614.372,1,1,,,,,,,,,,,,,15,,,,,,,,2.92,3.416,9.553,2,1,,,,,15,,,,,,,,,,,,,,,,20.259,24.834,26.499,2,1,,,,,,,,,,,,,15,,,,,,,,2.543,3.24,5.982,2,,24,1,2,,4,7,Scenario 5|Scenario 1|Scenario 3|Scenario 4|Scenario 6|Scenario 2,scenario1|item021|time1,scenario2|item042|time2,scenario3|item065|time3,scenario4|item089|time4,scenario5|item101|time5,scenario6|item137|time6,28.51429749,-81.44290161,-1
R_3GjIwB6FiZxkdE7,Default Response Set,Anonymous,,,76.168.72.51,0,1/13/2017 10:20,1/13/2017 10:26,1,1,1,1,,,,,,,,,,,,,,,,,,,16,,33.19,36.059,37.884,3,1,,,15,,,,,,,,,,,,,,,,,,7.545,40.017,54.642,5,1,,,,,,,,,,,,,,,,,,16,,,31.783,31.783,34.759,1,1,18,,,,,,,,,,,,,,,,,,,,49.844,51.534,53.07,2,1,,,,,,,,,,15,,,,,,,,,,,31.696,33.386,34.787,2,1,,,,,,,,18,,,,,,,,,,,,,33.699,33.699,35.89,1,,41,2,2,,3,7,Scenario 2|Scenario 1|Scenario 4|Scenario 6|Scenario 5|Scenario 3,scenario1|item023|time1,scenario2|item027|time2,scenario3|item070|time3,scenario4|item073|time4,scenario5|item110|time5,scenario6|item128|time6,33.97349548,-118.2452011,-1
R_3qxjtccrHneuXiz,Default Response Set,Anonymous,,,68.191.43.17,0,1/13/2017 10:23,1/13/2017 10:26,1,1,1,1,,,,,,,,,,,,,,,,,,,15,,18.694,18.694,19.356,1,1,,,,,,,,,,,15,,,,,,,,,,20.625,20.625,21.432,1,1,,15,,,,,,,,,,,,,,,,,,,21.925,21.925,22.624,1,1,,,,,,,19,,,,,,,,,,,,,,24.488,24.488,24.973,1,1,,,,,15,,,,,,,,,,,,,,,,24.963,24.963,25.704,1,1,,,,,,,,,,,,,,15,,,,,,,26.678,26.678,27.478,1,,58,2,5,,4,6,Scenario 5|Scenario 6|Scenario 3|Scenario 4|Scenario 2|Scenario 1,scenario1|item023|time1,scenario2|item039|time2,scenario3|item050|time3,scenario4|item079|time4,scenario5|item101|time5,scenario6|item138|time6,41.69720459,-71.98819733,-1
R_2vkwYKKuOIkwEb7,Default Response Set,Anonymous,,,70.208.207.94,0,1/13/2017 10:24,1/13/2017 10:26,1,1,1,1,,,,,,,,,,,,,,,,,15,,,,14.105,14.105,18.579,1,1,,,,,,,,15,,,,,,,,,,,,,14.356,14.356,15.932,1,1,,,,,,,,,,,,,15,,,,,,,,15.928,16.568,17.698,2,1,,15,,,,,,,,,,,,,,,,,,,2.312,2.312,4.419,1,1,,,,,,15,,,,,,,,,,,,,,,7.866,7.866,9.381,1,1,,,,15,,,,,,,,,,,,,,,,,19.802,19.802,20.694,1,,28,1,5,,8,3,Scenario 6|Scenario 3|Scenario 2|Scenario 1|Scenario 4|Scenario 5,scenario1|item021|time1,scenario2|item032|time2,scenario3|item065|time3,scenario4|item074|time4,scenario5|item102|time5,scenario6|item124|time6,39.54069519,-84.22119904,-1
R_sME1d4XHB5O5eZX,Default Response Set,Anonymous,,,207.183.168.12,0,1/13/2017 10:22,1/13/2017 10:26,1,1,1,1,,,,,,,,,,,,,,,15,,,,,,11.278,11.278,12.262,1,1,,,,,,,,,,,,,,,16,,,,,,38.023,38.023,40.066,1,1,,,,,,,,15,,,,,,,,,,,,,26.356,26.356,35.762,1,1,,,,,,,,,,,,,,16,,,,,,,28.03,28.03,29.01,1,1,,,,,,,15,,,,,,,,,,,,,,13.134,13.134,14.192,1,1,,,,,,,,,,,,,,16,,,,,,,17.492,17.492,18.517,1,,36,1,5,,5,8,Scenario 2|Scenario 3|Scenario 6|Scenario 4|Scenario 5|Scenario 1,scenario1|item019|time1,scenario2|item043|time2,scenario3|item056|time3,scenario4|item090|time4,scenario5|item103|time5,scenario6|item138|time6,42.70069885,-110.8560028,-1
R_2SJrIvDNmp4UOgu,Default Response Set,Anonymous,,,64.140.157.240,0,1/13/2017 10:23,1/13/2017 10:26,1,1,1,1,,,,,,,,,,,15,,,,,,,,,,13.955,13.955,14.7,1,1,,,,,,,,,,,,,,,,,,,15,,11.954,12.338,13.171,2,1,,,,,,,15,,,,,,,,,,,,,,10.155,11.946,12.34,3,1,,,,,,,,,,15,,,,,,,,,,,26.859,28.603,29.363,2,1,,,,,,,,,,,,,,,,,,15,,,22.789,22.789,23.75,1,1,,,,,,,,,15,,,,,,,,,,,,24.781,24.781,26.366,1,,31,2,5,,2,8,Scenario 3|Scenario 2|Scenario 4|Scenario 1|Scenario 6|Scenario 5,scenario1|item015|time1,scenario2|item047|time2,scenario3|item055|time3,scenario4|item086|time4,scenario5|item118|time5,scenario6|item133|time6,47.60620117,-122.3320999,-1
R_YblJwgEf7WUhchb,Default Response Set,Anonymous,,,162.235.35.233,0,1/13/2017 10:23,1/13/2017 10:26,1,1,1,1,,,,,,,,,,,,15,,,,,,,,,21.249,21.249,22.453,1,1,,,,,,,,,,,,,,,,,16,,,,11.723,12.797,14.411,2,1,,,,,,,,,,,,,,,15,,,,,,21.657,22.283,23.304,2,1,,,,,,,,,,,,,,,,,,16,,,23.919,25.131,25.907,2,1,,,16,,,,,,,,,,,,,,,,,,19.204,19.204,20.422,1,1,16,,,,,,,,,,,,,,,,,,,,23.884,23.884,25.192,1,,27,2,5,,2,5,Scenario 4|Scenario 1|Scenario 3|Scenario 6|Scenario 5|Scenario 2,scenario1|item016|time1,scenario2|item045|time2,scenario3|item067|time3,scenario4|item094|time4,scenario5|item099|time5,scenario6|item121|time6,34.11920166,-80.86299896,-1
R_1lzAmhZVj4N6QRG,Default Response Set,Anonymous,,,71.80.64.250,0,1/13/2017 10:15,1/13/2017 10:26,1,1,1,1,,,,,,15,,,,,,,,,,,,,,,22.079,24.601,25.135,4,1,,,,,,,16,,,,,,,,,,,,,,14.969,14.969,15.965,1,1,,,,,,,,,,,,,,,,17,,,,,318.178,333.909,334.888,12,1,,15,,,,,,,,,,,,,,,,,,,49.871,49.871,51.009,1,1,,,,,,,,,,,,,,,,,,,15,,37.967,37.967,40.284,1,1,,,,,,,,19,,,,,,,,,,,,,136.569,137.48,138.149,2,,32,2,5,,5,5,Scenario 1|Scenario 5|Scenario 3|Scenario 4|Scenario 6|Scenario 2,scenario1|item006|time1,scenario2|item031|time2,scenario3|item068|time3,scenario4|item074|time4,scenario5|item119|time5,scenario6|item128|time6,34.79820251,-84.90820313,-1
R_25NPjwW15xFXK2T,Default Response Set,Anonymous,,,12.197.215.194,0,1/13/2017 10:21,1/13/2017 10:26,1,1,1,1,,,,,,,,15,,,,,,,,,,,,,3.431,25.087,25.815,4,1,,,,15,,,,,,,,,,,,,,,,,5.204,40.777,41.407,11,1,,,,,,,,,,,,,,15,,,,,,,2.026,30.062,31.702,6,1,,,,,,,,,,,15,,,,,,,,,,2.514,17.714,18.008,6,1,,,,,,,,,,,,,19,,,,,,,,2.814,28.643,29.601,6,1,,,,,,,,,,,,,17,,,,,,,,2.942,22.07,23.383,6,,30,1,3,,6,6,Scenario 2|Scenario 1|Scenario 3|Scenario 6|Scenario 4|Scenario 5,scenario1|item008|time1,scenario2|item028|time2,scenario3|item066|time3,scenario4|item087|time4,scenario5|item113|time5,scenario6|item137|time6,29.5821991,-95.76080322,-1
R_3nbWZ3oKvZZ3fAE,Default Response Set,Anonymous,,,76.107.62.209,0,1/13/2017 10:18,1/13/2017 10:26,1,1,1,1,,,,,,15,,,,,,,,,,,,,,,20.221,22.034,23.229,2,1,,,,,,,,,,,,,,15,,,,,,,45.32,86.598,88.245,4,1,16,,,,,,,,,,,,,,,,,,,,6.945,9.601,10.56,3,1,15,,,,,,,,,,,,,,,,,,,,5.227,187.108,188.481,5,1,,,,,,,,,,,,,,,,,,16,,,79.445,83.249,84.266,3,1,,15,,,,,,,,,,,,,,,,,,,14.503,16.252,17.837,2,,30,1,1,,2,9,Scenario 4|Scenario 2|Scenario 5|Scenario 1|Scenario 6|Scenario 3,scenario1|item006|time1,scenario2|item042|time2,scenario3|item049|time3,scenario4|item073|time4,scenario5|item118|time5,scenario6|item122|time6,29.63330078,-90.67320251,-1
R_O6xNzXigFnfidP3,Default Response Set,Anonymous,,,76.184.166.226,0,1/13/2017 10:22,1/13/2017 10:26,1,1,1,1,,,,,,,,,,,,,,18,,,,,,,18.363,36.127,39.617,2,1,15,,,,,,,,,,,,,,,,,,,,20.319,23.708,26.674,3,1,,,,,,,,,,,,,,,,,,,15,,22.97,24.472,25.807,2,1,,,,,,15,,,,,,,,,,,,,,,22.092,24.953,35.598,3,1,,,,,,,,,15,,,,,,,,,,,,17.145,19.011,20.426,2,1,,,15,,,,,,,,,,,,,,,,,,19.743,34.463,38.161,2,,39,2,5,,5,6,Scenario 1|Scenario 6|Scenario 3|Scenario 4|Scenario 5|Scenario 2,scenario1|item018|time1,scenario2|item025|time2,scenario3|item071|time3,scenario4|item078|time4,scenario5|item109|time5,scenario6|item123|time6,33.05110168,-96.06990051,-1
