"","id","context","text","group"
"903",3,10,"Apologize to her and let her know that I don't give rides to strangers.",5
"904",4,10,"tell her to try someone else",5
"905",5,10,"Apologize and say I can not give them a ride.",5
"906",6,10,"Offer to call her a Lyft or with a few dollars.",7
"907",7,10,"Tell her I am sorry but I cant give her a ride.",5
"908",8,10,"I would say I can't and leave unless I really had time to help",5
"909",9,10,"I would ask for gas money in return.",4
"910",10,10,"I would say that I have other things that I need to so and that I am sorry that I could not help. ",5
"911",11,10,"Give her money for a cab.",8
"912",12,10,"politely explain that I don't feel comfortable giving her a ride",5
"913",13,10,"Tell her there will be someone else along that may be able to help, but I need to pick up my child before Daycare closes. ",5
"914",14,10,"Tell her that I don't have time",5
"915",15,10,"Apologize and decline",5
"916",16,10,"I would decline.",5
"917",17,10,"either take her or take her that direction as far as im going",2
"918",18,10,"i would offer to call someone for her but not take her",7
"919",19,10,"I would decline the request and instead suggest she call a taxi or call one for her.",10
"920",20,10,"I wouldn't give her a ride. I don't trust people who approach me at gas stations.",5
"921",21,10,"I have decide for help",-99
"922",22,10,"I wouldn't take them, I don't trust anyone. If I had the extra money I would probably offer an uber.",5
"923",23,10,"I use my intuition and likely take  her",2
"924",24,10,"lie and tell her i'm headed somewhere else",6
"925",25,10,"I would tell her that I'm not going that way.",6
"926",26,10,"Talk to her to get a feel for her and if safe take her 10 miles further.",0
"927",27,10,"I would politely tell them no.",5
"928",28,10,"give her a ride",2
"929",29,10,"okay I will do it",2
"930",30,10,"I let her know that I have a time to keep and offer to order her an uber to where she is heading on my dime.",7
"931",31,10,"Tell her sorry I can't take her",5
"932",32,10,"help the woman out",2
"933",33,10,"give her a ride",2
"934",34,10,"nope, say sorry",5
"935",35,10,"Tell her I will take her as far as I am going.",3
"936",36,10,"apologize and tell her  no",5
"937",37,10,"tell her no",5
"938",38,10,"I would drive her, because an extra 20 miles isn't much of an issue",2
"939",39,10,"decline",5
"940",40,10,"I would have to respectfully decline her request.",5
"941",41,10,"Give her a ride",2
"942",42,10,"give her money for a cab",8
"943",43,10,"I'd say sorry I'm not going that far",5
"944",44,10,"Say that i can't help",5
"945",45,10,"Tell her sorry, but I cannot take her there",5
"946",46,10,"never pick up hitchhikers. tell her sorry i cant drive her.",5
"947",47,10,"Politely decline. I don't let strangers in my car for any reason, it's nothing personal.",5
"948",48,10,"No I don't give rides to strangers sorry",5
"949",49,10,"help the lady",2
"950",50,10,"I would decline giving them a ride, but suggest Uber or a taxi; too unsafe to take a stranger",10
"951",51,10,"Politely pass on offering a ride.",5
"952",52,10,"Tell the person I have an appointment and can not give her a ride.",0
"953",53,10,"I'd ask her if she'd be ok with me dropping her off near my house which is 10 miles away from her destination and she could go from there.",3
"954",54,10,"Call my wife and tell her I am picking her up, keep her on the phone and we drop the woman off",0
"955",55,10,"I would lie and tell her that unfortunately, I am not going in that direction.",6
"956",56,10,"I will give her a ride",2
"957",57,10,"I would giver her some money for a cab or Uber ride to her destination. ",8
"958",58,10,"I would offer to call her a taxi or give a few dollars for bus fare if i had it, i would not give the woman a ride. ",7
"959",59,10,"I would give her a ride.",2
"960",60,10,"I would say that I was sorry but I am unable to give the woman a ride. ",5
"961",61,10,"I would say no and apologize and say I'm not heading in that direction. I could give her some money to find a different ride over there.",0
"962",62,10,"Give her a ride.",2
"963",63,10,"Say no",5
"964",64,10,"The planned is city on the nerar.",-99
"965",65,10,"I would most likely politely decline the ride and then offer instead to call the woman a ride service",7
"966",66,10,"I would offer to buy her an uber home",7
"967",67,10,"Do not give the stranger a ride",5
"968",68,10,"I would tell her I'm going the other way and I can't. ",6
"969",69,10,"I most likely wouldn't offer the lady a ride, but I would instead offer her an uber or taxi to get her way she is going and pay for it.",7
"970",70,10,"call 911 and see what they can do for the woman.",12
"971",71,10,"Tell her no.",5
"972",72,10,"yes woman approaches you to ask for a ride to a nearby city",-99
"973",73,10,"I would tell her I couldn't give her a ride and if pressed tell her I was late for an appointment.",0
"974",74,10,"I cancel the plan",-99
"975",75,10,"If I had the time to do so and truly believed she needed help, I would consider doing so. If I had worked all day and needed to get home to my kids, I'd put my family first and get home to make them dinner. ",2
"976",76,10,"I'd agree and ask her to compensate me for gas.",4
"977",77,10,"I would ask if she called an uber to find out the situation, if she tried or didn't have the money and I did I would call her an Uber so she could get home.",14
"978",78,10,"Give her a ride",2
"979",79,10,"I would tell her that I will take her as far as I am going and then she will need to figure it out from there.",3
"980",80,10,"""No, sorry.""",5
"981",81,10,"I would say sorry but I have to go a different direction then that plus I am short on time and have to be somewhere!",6
"982",82,10,"I would give her the ride to the destination.",2
"983",83,10,"I would politely decline purely based on the fact that I will not allow compete strangers in my vehicle.",5
"984",84,10,"get gas",-99
"985",85,10,"I would tell her to call an Uber.",10
"986",86,10,"I am complete destination",-99
"987",87,10,"tell her i cant",5
"988",88,10,"I would go ahead and give them a ride. It is not a big deal.",2
"989",89,10,"I ased her to pay for extra 10 miles",4
"990",90,10,"I would give her the ride.",2
"991",91,10,"I would say no but offer her my phone to call someone else.",13
"992",92,10,"would ditch the woman. ",1
"993",93,10,"Decline. I don't give rides to strangers",5
"994",94,10,"Call her a taxi, since this is a stranger.",7
"995",95,10,"I would help her",2
"996",96,10,"Hell no, I would not give her a ride",5
"997",97,10,"I would take her to her destination",2
"998",98,10,"Offer to pay for an Uber for the woman.",7
"999",99,10,"Take her to where she needs to go.",2
"1000",100,10,"Sorry, no rides. ",5
"1001",1,11,"Call 911",1
"1002",2,11,"I would call the police and start a timer, after 5 minutes I would bust the window.",0
"1003",3,11,"Call the police and fire station to report animal abuse.",1
"1004",4,11,"give him water",0
"1005",5,11,"Get security from the mall and ask for their help.",4
"1006",6,11,"Break the glass and get it out.",2
"1007",7,11,"Bust the window and rescue him.",2
"1008",8,11,"call the police",1
"1009",9,11,"I would call 911 and explain that I am going to break the front window of this car to help the dog not die.",0
"1010",10,11,"I would call security immediately. Try and get the owner to get there soon and maybe get a locksmith there. ",4
"1011",11,11,"call mall security.",4
"1012",12,11,"call 9-1-1 immediately",1
"1013",13,11,"Call Mall Security to help the dog. ",4
"1014",14,11,"call the police",1
"1015",15,11,"Call the police and stay by the car. If the dog's condition worsens before the police arrive, break the window",1
"1016",16,11,"I would call animal control immediately.",8
"1017",17,11,"call the police/fired dept",1
"1018",18,11,"Call the police. If necessary break the window.",1
"1019",19,11,"Notify mall security.",4
"1020",20,11,"I would tell mall security so the could find the owner. ",4
"1021",21,11,"I have give the food for dog.",0
"1022",22,11,"I would call 911, instruct someone to call the mall and have a page announced about the car and dog. Ask the 911 operator about the law in the state on breaking a window. Because that dog is getting out of that car alive if I have anything to do with it.",0
"1023",23,11,"Break window quickly, call police.",2
"1024",24,11,"call 911",1
"1025",25,11,"I would get mall security or call the police.",4
"1026",26,11,"Ask around, get others involved.",13
"1027",27,11,"I would get mall security to get the dog out.",4
"1028",28,11,"break the window",2
"1029",29,11,"break a window open and let the dog out and call the police",2
"1030",30,11,"I will find the owner of the car, if I cannot find him within a few minutes a brick is going through the window.",7
"1031",31,11,"Call someone to break the window",0
"1032",32,11,"call 911",1
"1033",33,11,"Call the police",1
"1034",34,11,"call 911",1
"1035",35,11,"Call the cops.",1
"1036",36,11,"Break the window and call emergency services.",2
"1037",37,11,"break the window",2
"1038",38,11,"I would call the police",1
"1039",39,11,"call the police, ask them if i am within my rights to break the window to save the dog.",1
"1040",40,11,"I would go about my day as usual, because it is not my dog.",6
"1041",41,11,"Call the cops",1
"1042",42,11,"call cops.  brake window.",2
"1043",43,11,"call the police",1
"1044",44,11,"Call animal services",8
"1045",45,11,"Break the window so that the dog can get air",2
"1046",46,11,"call security ",4
"1047",47,11,"Call the police",1
"1048",48,11,"Bust the window out and call someone who can take care of him properly.",2
"1049",49,11,"call the police",1
"1050",50,11,"Call security immediately to make announcements in the mall and/or to rescue the dog",4
"1051",51,11,"Check to see if it's locked. If not, crack a window for the pooch.",3
"1052",52,11,"Call the police and then try to break the window to get to the dog.",2
"1053",53,11,"I would go back into the mall and alert security so they could page someone or use methods to free the dog.",4
"1054",54,11,"Break the car window",2
"1055",55,11,"I am going to keep on walking, there is not way I can find out who owns the car.",6
"1056",56,11,"Break the window to try and get the dog to get some air",2
"1057",57,11,"I would find something to break the car window. I would try to stop other people so they can verify why I am vandalizing the car.  ",2
"1058",58,11,"I break the window and get that dog out of the car and get it water immediately. I would contact police before or as I was breaking the window. ",2
"1059",59,11,"I would call 911.",1
"1060",60,11,"Go to the mall security/help desk and inform them about the situation in the hope that they can alert the person who left their dog in the car. ",4
"1061",61,11,"I would try to see if any of the doors open and if not, then I would try to break one of the windows.",3
"1062",62,11,"Call security.",4
"1063",63,11,"Call 911",1
"1064",64,11,"The take is the pantinh",-99
"1065",65,11,"I would first call the police and or fire department to explain the situation ",1
"1066",66,11,"I would call the police and wait by the car and flag down other passerbys",1
"1067",67,11,"See if the owner is near, if not, inform a mall guard",7
"1068",68,11,"I would try to open the car doors to give water to the dog. If the doors were locked, I'd go into the mall and attempt to have someone locate the owner via a PA system. If that fails, I'd call police. ",3
"1069",69,11,"I would call the police and ask for their recommendations and see if I can get access into the vehicle without damage. I would most likely recruit others around me to help.",1
"1070",70,11,"Call 911 and then break the window",2
"1071",71,11,"Call animal control and report the dog in the car.",8
"1072",72,11,"car windows open",-99
"1073",73,11,"Call 911",1
"1074",74,11,"I go the home",6
"1075",75,11,"I would call authorities. Police. If they couldn't help me directly, they could lead me to a number that COULD help.",1
"1076",76,11,"I let security know inside the mall and let them deal with it.",4
"1077",77,11,"I would call the police and head back into the mall to make an announcement for whoevers dog it is. I would stay with the dog until either police arrived or the person came to car. If the dog seems like he is going to die, I will have no choice but to smash the window and pay later for the damages.",1
"1078",78,11,"Tell the store to announce on PA",4
"1079",79,11,"I would look around for any sign of the owner then I would check if the car was unlocked if not I would break a window and then call police.",0
"1080",80,11,"Call 911.  Perhaps break car window if need be.",1
"1081",81,11,"I would immediately call 911 and stay near the car until they got there to help the pet .",1
"1082",82,11,"I would call 911  for help and wait by the car for the owner to show up.",1
"1083",83,11,"I would absolutely stand there and call the police. I'd stay there until someone arrived to help. If the situation got too dire, I would break the window.",1
"1084",84,11,"break the window",2
"1085",85,11,"I would brake the window and save the dog.",2
"1086",86,11,"I am go to dog in hospital",-99
"1087",87,11,"ignore the dog",6
"1088",88,11,"Call the police to get the dog out of the car before it dies.",1
"1089",89,11,"I give some water to dog",0
"1090",90,11,"I would smash the window, then call the police.",2
"1091",91,11,"I would call 911 and possibly break the window.",1
"1092",92,11,"call 911 as this is highly illegal and dangerous. ",1
"1093",93,11,"Call the police and report it",1
"1094",94,11,"Search for the owner of the car before taking more extreme measures. ",7
"1095",95,11,"I would look for its owner",7
"1096",96,11,"call 911",1
"1097",97,11,"Call the fire department or police.  Go to the customer service booth in the mall to report it.  Try to look for the owner and wait until the owner returned.",1
"1098",98,11,"Break the car window immediately, to save the dog. Call 911.",2
"1099",99,11,"Call animal control and alert the mall security.",8
"1100",100,11,"Call mall security",4
"1101",1,12,"Tell them ahead if time",1
"1102",2,12,"I would throw the knife away, or tell them why it is in my bag so they can dispose of it.",2
"1103",3,12,"Walk up to security and let them know",1
"1104",4,12,"give it to security",15
"1105",5,12,"Tell the security guy and let them search my bag and take the knife.",1
"1106",6,12,"I would throw it out.",2
"1107",7,12,"Tell security I accidentally brought it and they can dispose of it.",1
"1108",8,12,"I would leave the security line and see if there is somewhere to mail it nearby",3
"1109",9,12,"I would self-report to the TSA and turn my knife in and explain the situtation.",15
"1110",10,12,"I would surrender the knife and tell them what my occupation is and my reason for travelling. ",15
"1111",11,12,"Leave knife behind.",14
"1112",12,12,"tell security before they find it",1
"1113",13,12,"See if you can get your checked bag back to pack the knife away. ",4
"1114",14,12,"throw it in the garbage really quickly",2
"1115",15,12,"Alert a TSA agent. Ask if there is any way to check the knife.",1
"1116",16,12,"I would tell the security officer that I accidentally brought my knife in my bad and I am a chef going to a food festival. If they don't let me bring it, I would find a locker and store the knife there.",1
"1117",17,12,"tell TSA and have them disposed of it and buy a new knife in chicago",15
"1118",18,12,"explain the situation to the security",1
"1119",19,12,"Inform TSA of the knife and why it's there and let them take it out and check it in luggage. Otherwise I would leave the knife and get another one when I arrive in Chicago.",1
"1120",20,12,"I would reschedule my flight and return the knife to my house. ",6
"1121",21,12,"I have explain about my work",1
"1122",22,12,"I would get the attention of a TSA agent or airport employee, explain to them what is going on and find out how to handle the situation. I don't think I would wait until I reach the point of security before saying something.  ",1
"1123",23,12,"Don't say anyuthing, they likely won't find it and if they do, you lose an expensive knife. ",5
"1124",24,12,"throw the knife away",2
"1125",25,12,"I would mail the knife back to myself lest it be confiscated. If the knife were'nt especiall valuable I might turn it over for disposal if they won't let me put it in my checked baggage.",3
"1126",26,12,"If possible take it back to my car quickly.",9
"1127",27,12,"I would explain what happened and what my job is and ask if they can just take the knife, so I can get on my flight.",1
"1128",28,12,"tell them and leave it",15
"1129",29,12,"throw the knife away",2
"1130",30,12,"I determine if the knife is essential or not, if it is I buy a small bag at the airport and check the knife. If it's cheap, I leave it behind.",0
"1131",31,12,"Admit to having the knife and say it was a mistake",1
"1132",32,12,"Tell security about the situation",1
"1133",33,12,"Throw the knife away.",2
"1134",34,12,"whoops, ask to put in my check in",4
"1135",35,12,"Tell the security that I have a knife",1
"1136",36,12,"Be honest and tell security.",1
"1137",37,12,"throw it away",2
"1138",38,12,"I would inform the nearest security person of my mistake",1
"1139",39,12,"Put the knife in my luggage",4
"1140",40,12,"I would explain my situation to security in order to avoid conflict.",1
"1141",41,12,"I would tell the security I brought my knife and am a chef and see what options they have for me",1
"1142",42,12,"explain it to security.  And hope they only take the knife and not press charges.",1
"1143",43,12,"let security know",1
"1144",44,12,"Get out of line and get rid of it",2
"1145",45,12,"Immediately tell security that I have the knife",1
"1146",46,12,"Let security know my mistake ",1
"1147",47,12,"Let security know and ask if you can check the bag. If not, I'd return to my car and leave the knife there. I'd have to find a new knife to work with in Chigaco.",4
"1148",48,12,"I would show them my chef certification and explain those are for work",1
"1149",49,12,"give it to tsa",15
"1150",50,12,"Step out of line and immediately report it before getting to the security scanner.",1
"1151",51,12,"Let TSA know and see if I can put in luggage.",4
"1152",52,12,"I would immediately tell the security and explain why I had the knife.",1
"1153",53,12,"Tell security that I accidentally brought my chefs knife and showed my identification and ask if they could store it under the plane.",4
"1154",54,12,"Claim it and take the punishment ",1
"1155",55,12,"Tell security you are a chef and forgot to take it out before they check you.",1
"1156",56,12,"I will explain to them my role and also leave the knife behind",1
"1157",57,12,"I would provide the knife to security for disposal and continue with my flight. ",14
"1158",58,12,"Tell the security officer immediately and ask him to remove it and throw it away.",15
"1159",59,12,"I would leave the line and dispose of the knife. Or, if it's too late to leave the line, I would admit immediately the mistake.",2
"1160",60,12,"Explain to security that I am a Chef and mistakenly left one of my knives in my bag. ",1
"1161",61,12,"I would leave the line and get rid of the knife.e",2
"1162",62,12,"Explain the situation to TSA.",1
"1163",63,12,"Let them know I accidently brought the knife",1
"1164",64,12,"The knife is the my bag shiped.",-99
"1165",65,12,"I'd alert the TSA agents that I'm a chef and accidentally brought this knife and ask them how to proceed.",1
"1166",66,12,"I would inform TSA that I forgot the knife",1
"1167",67,12,"If the knife is properly sheathed and secured, inform TSA that it will be in your checked bag, as is proper. Otherwise you would have to forfeit the knife",1
"1168",68,12,"I'd go to the bathroom and throw it away. ",2
"1169",69,12,"I would clearly and calmly notify the airport staff and explain my field of work. I would then understand if they remove and throw the item in questions away. I would ask if they can keep it until I return so I can still keep it when I return.",1
"1170",70,12,"Throw it away.",2
"1171",71,12,"Get out of line and dispose of the knife in the trash.",2
"1172",72,12," food festival in Chicago",-99
"1173",73,12,"I would proactively forfeit the knife to authorities, state this was an accident and be prepared to accompany them for questioning.",15
"1174",74,12,"I stop that incidence",-99
"1175",75,12,"I would inform the security personnel of the knife ahead of time, letting them know it is there beforehand (and tell them why it is there, it is what I use for my employment) so they don't find it surprised and no one would hurt themselves.",1
"1176",76,12,"I would just proceed and worst case scenario have to dispose of the knife.",5
"1177",77,12,"I would either let the security know that I accidently brought a Knife and find out what they want me to do, if I cannot have it put on the bottom of the plane then I would just have them throw it away.",1
"1178",78,12,"Inform security before they check it ",1
"1179",79,12,"I would declare that I have the knife at security and tell them they may remove it from my possession and do what they want to with it. ",15
"1180",80,12,"As I approached TSA, I would try to get the attention of one of the TSA people before I put my bag through.  As a chef, this should be a perfectly understandable mistake.  ",15
"1181",81,12,"Once I got up there I would say that I am chief and forgot that I had put my knife in my bag.",1
"1182",82,12,"I would leave the line and try to take a later flight when I didn't have the knife.",6
"1183",83,12,"I would check the knife as luggage.",4
"1184",84,12,"Unsure what to do",-99
"1185",85,12,"I would call a close by friend to come get it.",7
"1186",86,12,"I surrender my way",-99
"1187",87,12,"tell the security my situation ",1
"1188",88,12,"I would make it clear what I work as and why there is a knife in my bag. Offer to let them dispose of it if required.",1
"1189",89,12,"Before checking I hand over knife to security and explain why I had this",15
"1190",90,12,"I would stay in line and explain my mistake to security.",1
"1191",91,12,"I would explain, apologize and show proof that I'm a chef on my way to a food festival.",1
"1192",92,12,"i would try and get rid of the knife ",2
"1193",93,12,"Tell TSA when I get up to them",1
"1194",94,12,"Notify airport security that I did this by mistake and hand over the weapon.",15
"1195",95,12,"I would explain it to the security and offer to leave behind",1
"1196",96,12,"let them know",1
"1197",97,12,"Take the knife out of the bag and throw it away.  I can buy a new one in Chicago.",2
"1198",98,12,"Confess the truth before it is discouraged and causes panic.",1
"1199",99,12,"Let security know I brought it and let them dispose of it.",1
"1200",100,12,"talk to security about how to ship my knife so I can keep working",1
"1201",1,13,"cry and apologize",15
"1202",2,13,"I would call the taxi company I used to see if the taxi driver has it, and offer them a tip to bring it to me and for keeping it safe.",1
"1203",3,13,"Take my ring off and whisper ""roll with it""",16
"1204",4,13,"tell the the truth",18
"1205",5,13,"Call the taxi service.",1
"1206",6,13,"I would whisper to my sister what the situation was and call the taxi company.",2
"1207",7,13,"Try to call the Taxi driver and see if anyone else at the service has a ring I can borrow in the meantime. ",1
"1208",8,13,"I would try to find something in my pockets that resembled a ring",0
"1209",9,13,"I would excuse myself to call the taxi service and let whoever is running the wedding know that the ring is not here.",1
"1210",10,13,"Tell my sister immediately and ask if we could use someone's ring in an emergency so that people would not even notice. ",2
"1211",11,13,"call the cab company.",1
"1212",12,13,"immediately tell my sister and then call the taxi company",2
"1213",13,13,"Find a short term replacement so the ceremony can continue.",3
"1214",14,13,"panic and signal to someone to call the taxi",15
"1215",15,13,"Discreetly leave and call the cab company",1
"1216",16,13,"I would try to call the taxi company and report it. I would go to the nearest place and find a cheap ring in replacement.",1
"1217",17,13,"call taxi and tell sis to delay ceremony for a little while",1
"1218",18,13,"Try and borrow a ring from someone at the wedding to use",3
"1219",19,13,"Inform my sister and call the cab company to see if the ring has been found.",2
"1220",20,13,"I call the taxi to see if the ring is still there and if not I would tell my sister what happened. ",1
"1221",21,13,"Urgently go to the spot and find the ring",10
"1222",22,13,"Take off my ring for them to use. Whisper very quickly what happened and smile, always smile to reassure it will be ok. Afterwards call the taxi service, see if the taxi driver happen to find the ring or if someone turned it in. If not then I guess I will be buying a new ring.",16
"1223",23,13,"Get rings from anyone I can then when its time to give them the rings, do so with a short note thats says don't worry.",3
"1224",24,13,"step outside and call the cab company",1
"1225",25,13,"I would mine the motions then explain the missing ring later, so as not to disrupt the proceedings.",0
"1226",26,13,"Tell the main party immediately.",2
"1227",27,13,"I would try to get my mothers attention to explain what happened.",11
"1228",28,13,"call the taxi",1
"1229",29,13,"let my sister know what happened",2
"1230",30,13,"I call the taxi and offer him incentive to come back immediately.",1
"1231",31,13,"Tell my sister the truth",2
"1232",32,13,"leave the wedding and find the ring",10
"1233",33,13,"call the taxi",1
"1234",34,13,"tell my sister ask if she wants me there or call the taxi first",2
"1235",35,13,"Freak out.",15
"1236",36,13,"track it down.",10
"1237",37,13,"run..id run",13
"1238",38,13,"I would approach my sister and whisper into her ear the mistake that I made",2
"1239",39,13,"call the taxi.",1
"1240",40,13,"I would immediately call the taxi service to recover the ring.",1
"1241",41,13,"Inform my sister and try and get a hold of the taxi company and let them know",2
"1242",42,13,"call taxi company get car back.  use something else if needed to complete the ceremony.",1
"1243",43,13,"call the taxi company about the ring and tell my sister immediatly",1
"1244",44,13,"Call the taxi driver",1
"1245",45,13,"Call the taxi company and describe the situation to them so they can contact the driver and have the ring brought back",1
"1246",46,13,"call the taxi company",1
"1247",47,13,"Quietly see if you can borrow someone else's ring and apologize profusely to the bride and groom later. Once the ceremony is over, call the taxi company.",3
"1248",48,13,"Call the taxi hub and tell them whpo the driver was, what they looked like and exactly what the ring looked like.",1
"1249",49,13,"call the taxi company and hope they are honest",1
"1250",50,13,"Immediately call the taxi company, then find an alternative to use for the ceremony, so not to make things worse.",1
"1251",51,13,"Slip out and call the taxi company.",1
"1252",52,13,"Use another ring and try to find hers after the ceremony.",3
"1253",53,13,"Text a friend and give them the information on the taxi and see if they could track down the cab ASAP.",0
"1254",54,13,"Apologize and call the taxi company",1
"1255",55,13,"Try to get in touch with the taxi service to see if it's still there, meanwhile try to borrow a ring to get through the service.",1
"1256",56,13,"Get someone's ring and use it for formality then sort the ring issue later",3
"1257",57,13,"I would borrow a ring from comeone temporarily. Then call the cab company as soon as I was able to let them know the situation. ",3
"1258",58,13,"I would panic, and then go tell her what happened and call the Taxi service. ",15
"1259",59,13,"I would explain to my sister what happened and call the taxi service I used.",2
"1260",60,13,"Try and quietly explain the situation to the officiant/couple. ",7
"1261",61,13,"I would call the taxi service immediately and see if I can track it down.",1
"1262",62,13,"Use a replacement ring for now. Try to get the other ring later.",3
"1263",63,13,"Go find the ring",10
"1264",64,13,"The ring is calculate on the places.",-99
"1265",65,13,"Call the taxi company and then alert my sister of the situation. ",1
"1266",66,13,"Call the taxi company and explain the situation",1
"1267",67,13,"Call the taxi company to locate the ring",1
"1268",68,13,"I would probably leave the wedding and tell one person my mistake, while urgently trying to contact the taxi driver from my ride. ",14
"1269",69,13,"Call the taxi company and ask for them to rush the car back if possible. then tell the wedding people we need to delay a bit due to this issue.",1
"1270",70,13,"Cry",15
"1271",71,13,"Admit what has happened, whispering to my sister.",2
"1272",72,13,"ring bearer at your sister’s wedding. 10 minutes",-99
"1273",73,13,"Tell the bride and groom what happened and then contact the taxi company",2
"1274",74,13,"to go fast, this is more important in my life",-99
"1275",75,13,"I would panic, not going to lie, lol... but I would immediately call the taxi company and hope a good sole was driving that car that didn't already steal it and the ring is still there and recoverable. ",1
"1276",76,13,"I would let my sister and her groom know what happened. I'd make a makeshift ring for the reception and call the taxi service to try to get ahold of my taxi driver.",2
"1277",77,13,"I would try to get ahold of the taxi to get it back. Meanwhile if there is no time I would have to get a place holder and pay them back later for loosing her ring.",1
"1278",78,13,"Run away ",13
"1279",79,13,"Well I guess I would have to bite the bullet so to speak and just come clean and the call the taxi cab service and see if we could track down the ring.",18
"1280",80,13,"I would not interrupt the ceremony.  If I had a substitute ring (my own), I would use that.  If not, I would quietly relay the info at the appropriate point in the wedding.  Immediately after that I would call the taxi company.",16
"1281",81,13,"I would go and call the taxi service and tell them my situation and pray and hope that they find the rings for me and bring them back to the ceremony while I am trying to get them I would tell my mom to let them know what happened.",1
"1282",82,13,"I would have to announce that I lost the ring, then I would call the taxi service to try to find it.",0
"1283",83,13,"Jeez. I would flag down the nearest responsible person that isn't in the wedding party, explain the situation to them, try to get the ceremony drawn out, and call the taxi and hope for the best.",11
"1284",84,13,"go get the phone",0
"1285",85,13,"I would tell my sister.",2
"1286",86,13,"I go to buy another ring",5
"1287",87,13,"tell her i lost the ring",2
"1288",88,13,"Explain and try to find it. Offer to replace it if needed.",18
"1289",89,13,"I asked anyone had a new ring for wedding gift",0
"1290",90,13,"I would give her another ring as a temporary replacement to use in the ceremony and get the original ring back from the taxi company later.",3
"1291",91,13,"I would call the taxi company and freak out.",1
"1292",92,13,"Try and find the keys ",-99
"1293",93,13,"Tell someone at the wedding in order to not make a scene and then excuse myself to start calling the cab company",11
"1294",94,13,"Call the taxi company immediately to narrow down the best wat to reach the driver.",1
"1295",95,13,"Call the taxi deriver",1
"1296",96,13,"Shit my pants",15
"1297",97,13,"Panic but immediately call the taxi service to have them see if it was still there",15
"1298",98,13,"Announce the truth. Ask the audience for a stand-in ring.",0
"1299",99,13,"Let everyone know I do not have the ring and find a temporary substitute.",0
"1300",100,13,"Call the taxi ",14
"1301",1,14,"Research other options. Possibly move to bigger place.",3
"1302",2,14,"I make as much room as possible and take care of him.",1
"1303",3,14,"Make it work, family comes first.",0
"1304",4,14,"ask relatives to help",4
"1305",5,14,"Reach out to family to figure out a way to get his needs met and apply for state assistance.",4
"1306",6,14,"I would still move him in to my apartment.",1
"1307",7,14,"I would move in with him to care for him or I would get a bigger apartment.",2
"1308",8,14,"look into community resources for him",6
"1309",9,14,"I would find new living conditions that work for the new situation.",3
"1310",10,14,"Ask another family member for help. They also should help if they could. I should have someone to count on in my family. ",4
"1311",11,14,"Let him stay at my apartment.",1
"1312",12,14,"move in with my father",2
"1313",13,14,"Find a house and move in with Dad.",3
"1314",14,14,"see if there is another relative he could stay with",4
"1315",15,14,"Move in to his home or find an in home caretaker",2
"1316",16,14,"I would talk to my brother to see if we can come up with enough money for a retirement home. If not, I would let my father live with me and apply for welfare.",4
"1317",17,14,"ask a relative for help",4
"1318",18,14,"See information online or look for low income housing. In the meantime he stays with me.",0
"1319",19,14,"I would take him into my home regardless of the space available.",1
"1320",20,14,"I would contact his doctor to see if he knows of any charities that could help. ",9
"1321",21,14,"I have definitely buy a another apartment for my father.",3
"1322",22,14,"Move in with my father into his house. If it is too small then get a bigger place to live. ",2
"1323",23,14,"It doesnt matter what it takes, I figure it out. Probably first I get on the phone to find available resources",0
"1324",24,14,"find him a roommate",0
"1325",25,14,"There are facilities to deal with this situation funded with tax money.",6
"1326",26,14,"He moves in for a while.",1
"1327",27,14,"I would have to take him in and try to find a larger place.",3
"1328",28,14,"try to raise money",14
"1329",29,14,"find a friend to take care of him",16
"1330",30,14,"I will downsize my belongings to have more space and make dad my roommate.",1
"1331",31,14,"Move in with my father",2
"1332",32,14,"let him live with me",1
"1333",33,14,"take care of him",7
"1334",34,14,"keep him with me",1
"1335",35,14,"Make room for him at my apartment",1
"1336",36,14,"Move him in with me.",1
"1337",37,14,"get a bigger place",3
"1338",38,14,"I would do my best to move things around so that a second person could fit",1
"1339",39,14,"spend time teaching him what he needs to know to aid himself, ask others to help.",0
"1340",40,14,"I would find my father some additional help using other outside sources.",0
"1341",41,14,"Ask for government assitance",6
"1342",42,14,"move in with him.",2
"1343",43,14,"get a bigger place or move in with him",3
"1344",44,14,"Live with roommate and leave him to have my apt",0
"1345",45,14,"Move him in anyway! Not much I can do about it",1
"1346",46,14,"get him help from family members",4
"1347",47,14,"Reach out to relatives for help",4
"1348",48,14,"Take care of him anways",1
"1349",49,14,"look for another apartment",3
"1350",50,14,"Take him in while continuing to look for a place to take care of him.",1
"1351",51,14,"I'd move in with him.",2
"1352",52,14,"I would either move to a bigger apartment or move in with my father at his home.",3
"1353",53,14,"I would ask my father if he would like me to move in with him and help him and for company.",13
"1354",54,14,"Move into your fathers house ",2
"1355",55,14,"Move him into an assisted living apartment, hopefully, he has low income, otherwise I'm not so sure.",0
"1356",56,14,"Ask for help for me to be able to get a bigger space",0
"1357",57,14,"I would move in with himn if there was room. If not I would move him in with me until we could locate a more comfortable place for us to live. ",2
"1358",58,14,"Move in with him where he is living. ",2
"1359",59,14,"I would try to find him a temporary accommodation with a family friend until I can sort out the situation.",16
"1360",60,14,"I would look into help/assistance programs for taking care of the elderly long term. In the short term I would take on the burden of care. ",6
