Progress,Duration (in seconds),Finished,S1_4,S1_5,S1_6,S2_4,S2_5,S2_6,S3_4,S3_5,S3_6,S4_4,S4_5,S4_6,S5_4,S5_5,S5_6,S6_4,S6_5,S6_6,S7_4,S7_5,S7_6,S8_4,S8_5,S8_6,S9_4,S9_5,S9_6,S10_4,S10_5,S10_6,S11_4,S11_5,S11_6,S12_4,S12_5,S12_6,S13_4,S13_5,S13_6,S14_4,S14_5,S14_6,S15_4,S15_5,S15_6,S16_4,S16_5,S16_6,S17_4,S17_5,S17_6,S18_4,S18_5,S18_6,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,S1A,S2A,S3A,S4A,S5A,S6A,S7A,S8A,S9A,S10A,S11A,S12A,S13A,S14A,S15A,S16A,S17A,S18A,S5-FR_5 - Parent Topics,S5-FR_5 - Sentiment Polarity,S5-FR_5 - Sentiment Score,S5-FR_5 - Sentiment,S5-FR_5 - Topic Sentiment Label,S5-FR_5 - Topic Sentiment Score,S5-FR_5 - Topics,FL_11_DO_FL_248,FL_11_DO_FL_265,FL_11_DO_FL_264,FL_11_DO_FL_263,FL_11_DO_FL_262,FL_11_DO_FL_261,FL_11_DO_FL_260,FL_11_DO_FL_259,FL_11_DO_FL_258,FL_11_DO_FL_257,FL_11_DO_FL_256,FL_11_DO_FL_255,FL_11_DO_FL_254,FL_11_DO_FL_253,FL_11_DO_FL_252,FL_11_DO_FL_251,FL_11_DO_FL_250,FL_11_DO_FL_249,FL_186_DO_FL_25,FL_186_DO_FL_27,FL_186_DO_FL_29,FL_186_DO_FL_31,FL_186_DO_FL_33,FL_186_DO_FL_35,FL_189_DO_FL_37,FL_189_DO_FL_39,FL_189_DO_FL_41,FL_189_DO_FL_44,FL_189_DO_FL_49,FL_189_DO_FL_51,FL_196_DO_FL_54,FL_196_DO_FL_56,FL_196_DO_FL_58,FL_196_DO_FL_60,FL_196_DO_FL_62,FL_196_DO_FL_64,FL_197_DO_FL_66,FL_197_DO_FL_68,FL_197_DO_FL_70,FL_197_DO_FL_72,FL_197_DO_FL_74,FL_197_DO_FL_76,FL_198_DO_FL_78,FL_198_DO_FL_80,FL_198_DO_FL_82,FL_198_DO_FL_84,FL_198_DO_FL_86,FL_198_DO_FL_88,FL_199_DO_FL_90,FL_199_DO_FL_92,FL_199_DO_FL_94,FL_199_DO_FL_96,FL_199_DO_FL_98,FL_199_DO_FL_100,FL_200_DO_FL_108,FL_200_DO_FL_110,FL_200_DO_FL_112,FL_200_DO_FL_114,FL_200_DO_FL_116,FL_200_DO_FL_118,FL_201_DO_FL_120,FL_201_DO_FL_123,FL_201_DO_FL_125,FL_201_DO_FL_127,FL_201_DO_FL_129,FL_201_DO_FL_131,FL_202_DO_FL_133,FL_202_DO_FL_137,FL_202_DO_FL_135,FL_202_DO_FL_139,FL_202_DO_FL_141,FL_202_DO_FL_143,FL_203_DO_FL_145,FL_203_DO_FL_147,FL_203_DO_FL_149,FL_203_DO_FL_151,FL_203_DO_FL_153,FL_203_DO_FL_155,FL_204_DO_FL_157,FL_204_DO_FL_161,FL_204_DO_FL_163,FL_204_DO_FL_165,FL_204_DO_FL_167,FL_204_DO_FL_169,FL_205_DO_FL_159,FL_205_DO_FL_171,FL_205_DO_FL_173,FL_205_DO_FL_175,FL_205_DO_FL_177,FL_205_DO_FL_179,FL_206_DO_FL_207,FL_206_DO_FL_208,FL_206_DO_FL_209,FL_206_DO_FL_210,FL_206_DO_FL_211,FL_206_DO_FL_212,FL_213_DO_FL_214,FL_213_DO_FL_215,FL_213_DO_FL_216,FL_213_DO_FL_217,FL_213_DO_FL_218,FL_213_DO_FL_219,FL_220_DO_FL_221,FL_220_DO_FL_222,FL_220_DO_FL_223,FL_220_DO_FL_224,FL_220_DO_FL_225,FL_220_DO_FL_226,FL_227_DO_FL_228,FL_227_DO_FL_229,FL_227_DO_FL_230,FL_227_DO_FL_231,FL_227_DO_FL_232,FL_227_DO_FL_233,FL_234_DO_FL_235,FL_234_DO_FL_236,FL_234_DO_FL_237,FL_234_DO_FL_238,FL_234_DO_FL_239,FL_234_DO_FL_240,FL_241_DO_FL_242,FL_241_DO_FL_243,FL_241_DO_FL_244,FL_241_DO_FL_245,FL_241_DO_FL_246,FL_241_DO_FL_247
100,174,TRUE,,,,,,,6,17,9,,,,26,32,35,,,,,,,18,93,9,,,,,,,,,,28,55,46,16,13,5,,,,,,,58,87,80,,,,,,,,30,Male,White / Caucasian,,College Graduate (4 year),Rung 8,,,staging a robbery,,copying a friend's assignment,,,making cat noises at him until he leaves,,,,asking to check the knife,blaming it on the maid of honor,,,giving Todd her water,,,,,,,,,,,,2,,3,,,4,,,,5,6,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
100,199,TRUE,75,100,100,,,,,,,0,0,0,,,,,,,0,0,0,,,,,,,10,100,35,0,0,0,,,,,,,,,,10,0,0,,,,,,,,,,,62,Female,White / Caucasian,,High School or equivalent,Rung 4,starting a fundraiser,,,pulling the fire alarm,,,stealing someone else's ticket,,,calling her a cab,slashing the tires,,,,throwing disobedient passengers off the boat,,,,,,,,,,,4,,,2,,,3,,,5,6,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
100,197,TRUE,,,,,,,,,,,,,100,100,100,,,,,,,1,97,0,75,98,80,,,,,,,,,,,,,90,100,80,,,,50,90,90,10,5,4,,,,,44,Female,White / Caucasian,,Some College,Rung 4,,,,,bringing in the assignment the next day,,,reading his mind,honking an angry message in Morse code,,,,,getting another job,,leaving Todd to save herself,leaving the store unattended,,,,,,,,,,,,,3,,,5,1,,,,,6,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,
100,183,TRUE,,,,,,,,,,65,100,81,,,,0,0,0,,,,,,,,,,93,100,100,25,100,69,,,,,,,,,,0,0,0,,,,88,100,72,,,,,45,Male,White / Caucasian,,College Graduate (4 year),Rung 6,,,,renewing her membership,,throwing away all of the food,,,,refusing to drive her,asking to use the mall's loudspeaker,,,,serving engine fuel to the passengers,,asking a friend to take over,,,,,,,,,,,,6,,3,,,,2,1,,,,5,,4,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,
100,204,TRUE,,,,,,,55,85,95,,,,,,,100,100,100,,,,,,,0,0,0,,,,,,,,,,,,,73,85,93,,,,20,10,55,,,,24,5,7,,29,Female,White / Caucasian,,Some College,Rung 5,,,explaining the situation to his boss,,,huddling to conserve energy,,,ramming into the car,,,,,getting another job,,yelling at Todd for getting stuck,,stealing his dogs for extra speed,,,,,,,,,,1,,,5,,,6,,,,,3,,2,,4,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,
100,184,TRUE,,,,,,,0,0,0,53,74,50,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,100,100,64,,,,,,,19,8,17,,,,,,,,37,Female,White / Caucasian,,Some College,Rung 2,,,selling one of his kidneys,borrowing someone's phone,hypnotizing the teacher,,,,,,,threatening security with the knife,calling the taxi company,,,yelling at Todd for getting stuck,,,,,,,,,,,,6,1,2,,,,,,,5,4,,,3,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
100,146,TRUE,1,100,1,1,100,1,,,,42,100,69,0,1,1,,,,1,100,1,51,100,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,Female,White / Caucasian,,College Graduate (4 year),Rung 6,going on strike for better wages,demanding that the airline delays the flight,,paying for a day-pass to the gym,hypnotizing the teacher,,teleporting into the concert,waving to the parents,,,,,,,,,,,,,,,,,,5,2,,1,4,,6,3,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,196,TRUE,,,,,,,,,,,,,,,,90,100,95,,,,35,100,40,0,0,0,,,,,,,5,0,0,20,0,15,,,,,,,,,,85,50,90,,,,,42,Male,White / Caucasian,,College Graduate (4 year),Rung 4,,,,,,searching for a water source,,waving to the parents,tailgating the car,,,pretending the knife is part of a hip replacement,running away,,,,asking a friend to take over,,,,,,,,,,,,,,1,,3,5,,,2,4,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
100,134,TRUE,,,,,,,,,,,,,,,,80,71,81,0,45,0,,,,,,,22,9,0,,,,,,,,,,75,90,80,,,,,,,23,17,33,18,0,0,,34,Female,White / Caucasian,,College Graduate (4 year),Rung 6,,,,,,huddling to conserve energy,teleporting into the concert,,,yelling in gibberish until she leaves,,,,moving into his father’s apartment,,,telling his lawyer that he’s sick,hiding him in the snow,,,,,,,,,,,,,4,3,,,2,,,,6,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,
100,208,TRUE,80,88,61,,,,,,,16,13,15,,,,,,,62,81,36,,,,,,,55,45,61,18,10,27,,,,,,,,,,83,89,79,,,,,,,,,,,62,Male,White / Caucasian,,Master's Degree (MS),Rung 4,starting a fundraiser,,,lying that she left her card inside,,,trying to buy a ticket off another person,,,turning invisible,slashing the tires,,,,requesting supplies to be airdropped,,,,,,,,,,,6,,,1,,,2,,,5,3,,,,4,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
100,165,TRUE,,,,,,,,,,100,100,100,75,0,75,,,,,,,,,,,,,,,,0,100,0,,,,0,0,0,0,0,0,,,,,,,50,50,50,,,,,27,Male,White / Caucasian,,Some College,Rung 3,,,,renewing her membership,copying a friend's assignment,,,,,,pouring water on the car to cool it,,borrowing their mom’s wedding ring,buying his father a tent,,,locking up the store,,,,,,,,,,,,3,4,,,,,,6,,1,2,,,5,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
100,128,TRUE,,,,5,5,5,,,,5,3,2,,,,,,,,,,,,,,,,,,,90,100,100,,,,90,100,100,90,100,100,,,,,,,80,50,80,,,,,34,Male,White / Caucasian,,Some College,Rung 5,,demanding that the airline delays the flight,,pulling the fire alarm,,,,,,,checking that the doors are locked,,telling his sister as soon as possible,getting another job,,,telling his lawyer that he’s sick,,,,,,,,,,5,,1,,,,,,,4,,2,6,,,3,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
100,209,TRUE,92,100,100,,,,,,,,,,,,,0,58,0,,,,,,,0,0,0,46,71,46,0,0,0,0,100,8,,,,,,,,,,,,,,,,,,,,34,Male,White / Caucasian,,Vocational/Technical School (2 year),Rung 4,taking out a loan,,,,,boosting morale with a three-legged race,,,ramming into the car,taking her to his house but no further,lighting a fire under the car,taking a train instead,,,,,,,,,,,,,,3,,,,,5,,,6,4,1,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,169,TRUE,,,,1,19,1,1,1,1,,,,,,,,,,,,,,,,73,100,100,,,,,,,,,,92,100,99,5,43,1,1,1,1,,,,,,,,,,,55,Male,White / Caucasian,,College Graduate (4 year),Rung 5,,trying to convince a passing driver to trade cars,staging a robbery,,,,,,honking at the driver until they pull over,,,,telling his sister as soon as possible,pitching his situation to a reality TV network,throwing disobedient passengers off the boat,,,,,,,,,,,,2,4,,,,,,6,,,,5,3,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
100,143,TRUE,9,24,20,,,,73,92,80,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,45,88,86,,,,,,,,,,,,,,,,0,0,0,,25,Female,Black / African American,,College Graduate (4 year),Rung 3,committing credit card fraud,,explaining the situation to his boss,,,,,tackling him and holding him down,ramming into the car,,,asking to check the knife,,,,,,hiding him in the snow,,,,,,,,4,,6,,,,,1,2,,,3,,,,,,5,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
100,128,TRUE,,,,54,91,95,25,1,4,,,,,,,,,,,,,,,,,,,,,,,,,8,3,1,3,2,3,,,,,,,,,,61,74,67,4,1,1,,32,Male,White / Caucasian,,Master's Degree (MS),Rung 8,,rescheduling for a later flight,overcharging the next customers,,,,,,,,,hiding the knife in someone else's bag,running away,,,,telling his lawyer that he’s sick,stealing his dogs for extra speed,,,,,,,,,1,4,,,,,,,,,2,3,,,,5,6,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,
100,183,TRUE,,,,,,,,,,55,50,65,35,27,30,,,,35,0,24,0,6,0,,,,70,95,68,,,,,,,,,,,,,,,,,,,,,,69,11,64,,39,Female,White / Caucasian,,Master's Degree (MS),Rung 5,,,,lying that she left her card inside,lying that her house burnt down,,stealing someone else's ticket,reading his mind,,calling her a cab,,,,,,,,finishing the race,,,,,,,,,,,1,6,,4,3,,2,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
100,206,TRUE,,,,10,40,0,,,,50,45,10,,,,0,0,0,,,,70,100,100,,,,100,100,100,100,100,80,,,,,,,,,,,,,,,,,,,,,,,30,Female,White / Caucasian,,College Graduate (4 year),Rung 5,,trying to convince a passing driver to trade cars,,crawling past the front desk,,throwing away all of the food,,asking the parents if they know him,,calling her a cab,checking that the doors are locked,,,,,,,,,,,,,,,,6,,3,,5,,4,,2,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,188,TRUE,,,,9,0,0,,,,,,,,,,,,,0,45,18,,,,,,,,,,,,,71,83,93,25,0,0,0,19,0,,,,,,,0,19,9,,,,,30,Female,White / Caucasian,,High School or equivalent,Rung 3,,demanding that the airline delays the flight,,,,,giving her ticket to Ted,,,,,taking a train instead,stealing someone else’s ring,pitching his situation to a reality TV network,,,leaving the store unattended,,,,,,,,,,3,,,,,2,,,,,4,6,1,,,5,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,
100,183,TRUE,,,,,,,92,97,77,,,,,,,60,72,62,34,5,0,46,63,49,86,100,93,,,,,,,,,,,,,,,,,,,80,56,59,,,,,,,,31,Female,Asian / Pacific Islander,,College Graduate (4 year),Rung 4,,,paying the money from his own wallet,,,boosting morale with a three-legged race,stealing someone else's ticket,tackling him and holding him down,pulling over and calling 911,,,,,,,sawing Todd’s arm off,,,,,,,,,,,,6,,,1,4,3,5,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
100,162,TRUE,,,,,,,,,,,,,95,96,95,,,,19,43,1,,,,,,,,,,,,,,,,90,90,51,86,95,91,98,96,46,,,,23,4,13,,,,,33,Male,White / Caucasian,,College Graduate (4 year),Rung 6,,,,,calling her mom,,teleporting into the concert,,,,,,telling his sister as soon as possible,getting another job,requesting supplies to be airdropped,,telling his lawyer that he’s sick,,,,,,,,,,,,,6,,3,,,,,,4,2,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,
100,185,TRUE,24,70,70,,,,3,0,0,,,,,,,19,4,6,,,,,,,30,72,51,,,,,,,9,0,0,,,,,,,,,,19,19,45,,,,,,,,52,Female,White / Caucasian,,College Graduate (4 year),Rung 5,going on strike for better wages,,staging a robbery,,,stealing all of the food and water,,,honking at the driver until they pull over,,,hiding the knife in someone else's bag,,,,yelling at Todd for getting stuck,,,,,,,,,,5,,3,,,1,,,4,,,2,,,,6,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
100,244,TRUE,,,,81,100,76,,,,0,0,0,,,,,,,,,,,,,,,,0,0,0,100,100,99,,,,100,100,100,,,,,,,,,,,,,16,0,0,,64,Female,White / Caucasian,,High School or equivalent,Rung 3,,calling a taxi,,pulling the fire alarm,,,,,,stealing whatever she has on her,checking that the doors are locked,,calling the taxi company,,,,,finishing the race,,,,,,,,,3,,1,,,,,,2,4,,5,,,,,6,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
100,170,TRUE,,,,100,100,100,,,,90,100,100,,,,,,,,,,,,,,,,85,100,83,100,100,100,,,,,,,,,,100,100,100,0,25,0,,,,,,,,39,Male,White / Caucasian,,College Graduate (4 year),Rung 7,,rescheduling for a later flight,,paying for a day-pass to the gym,,,,,,taking her to his house but no further,calling emergency services,,,,organizing a fishing crew,getting her arm stuck in solidarity,,,,,,,,,,,3,,6,,,,,,1,5,,,,2,4,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,
100,117,TRUE,51,73,60,,,,94,97,94,20,14,20,82,93,88,,,,,,,81,91,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,95,84,,38,Female,White / Caucasian,,Master's Degree (MS),Rung 8,searching for the medication on the black market,,explaining the situation to his boss,pulling the fire alarm,bringing in the assignment the next day,,,asking the parents if they know him,,,,,,,,,,calling for help,,,,,,,,1,,5,6,4,,,3,,,,,,,,,,2,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
100,165,TRUE,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,5,0,5,0,0,0,0,0,0,25,2,31,,,,,,,,40,Female,White / Caucasian,,Vocational/Technical School (2 year),Rung 4,,,,,hypnotizing the teacher,,,,,,,threatening security with the knife,blaming it on the maid of honor,buying his father a tent,selling all the food to the highest bidder,yelling at Todd for getting stuck,,,,,,,,,,,,,,3,,,,,,,6,2,4,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,
100,233,TRUE,,,,,,,,,,,,,95,100,100,,,,,,,55,100,45,85,80,95,,,,80,100,90,,,,,,,,,,10,0,0,,,,60,30,70,,,,,26,Male,White / Caucasian,,College Graduate (4 year),Rung 7,,,,,bringing in the assignment the next day,,,waving to the parents,taking a detour at the next exit,,calling emergency services,,,,selling all the food to the highest bidder,,telling his lawyer that he’s sick,,,,,,,,,,,,,3,,,5,2,,6,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,
100,133,TRUE,50,69,72,,,,22,10,16,,,,,,,,,,0,83,0,10,93,10,,,,,,,60,93,68,,,,,,,,,,,,,,,,,,,4,10,7,,33,Female,White / Caucasian,,College Graduate (4 year),Rung 5,switching insurance plans,,overcharging the next customers,,,,teleporting into the concert,making cat noises at him until he leaves,,,asking to use the mall's loudspeaker,,,,,,,hiding him in the snow,,,,,,,,4,,5,,,,6,1,,,2,,,,,,,3,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
100,180,TRUE,70,70,90,100,100,100,,,,100,100,100,80,100,100,,,,,,,100,100,100,,,,,,,,,,,,,100,100,100,,,,,,,,,,,,,,,,,35,Female,White / Caucasian,,Master's Degree (MS),Rung 6,going on strike for better wages,calling a taxi,,borrowing someone's phone,quickly trying to redo the assignment,,,asking the parents if they know him,,,,,calling the taxi company,,,,,,,,,,,,,1,4,,5,3,,,6,,,,,2,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,233,TRUE,90,100,100,,,,50,40,51,,,,,,,,,,70,100,80,,,,,,,,,,,,,,,,90,90,90,,,,,,,0,0,0,,,,75,100,85,,47,Female,White / Caucasian,,Master's Degree (MS),Rung 6,taking out a loan,,paying the money from his own wallet,,,,trying to buy a ticket off another person,,,,,,borrowing their mom’s wedding ring,,,getting her arm stuck in solidarity,,carrying her competitor on her sled,,,,,,,,6,,4,,,,2,,,,,,5,,,1,,3,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,
100,237,TRUE,,,,95,100,100,,,,,,,,,,100,100,100,,,,,,,,,,20,35,55,,,,,,,,,,5,0,0,100,100,100,,,,10,0,0,,,,,49,Female,White / Caucasian,,College Graduate (4 year),Rung 4,,calling a taxi,,,,huddling to conserve energy,,,,taking her to his house but no further,,,,abandoning his father,organizing a fishing crew,,leaving the store unattended,,,,,,,,,,4,,,,3,,,,2,,,,1,6,,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,
100,108,TRUE,,,,,,,,,,24,55,5,,,,100,100,100,5,4,0,,,,,,,,,,,,,,,,51,5,50,82,89,68,20,9,4,,,,,,,,,,,33,Female,White / Caucasian,,Some College,Rung 4,,,,crawling past the front desk,,collecting wood to start a fire,pretending they are conjoined twins,,,,,,blaming it on the maid of honor,checking in on his father daily,throwing disobedient passengers off the boat,,,,,,,,,,,,,,4,,2,1,,,,,,5,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
100,185,TRUE,,,,80,100,95,,,,3,5,3,,,,,,,5,33,3,,,,,,,,,,,,,,,,50,10,75,66,100,95,,,,,,,15,10,5,,,,,32,Male,White / Caucasian,,Master's Degree (MS),Rung 8,,taking a public bus,,pulling the fire alarm,,,pretending they are conjoined twins,,,,,,running away,moving into his father’s apartment,,,staging a break-in at the store,,,,,,,,,,2,,4,,,3,,,,,,5,6,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
100,272,TRUE,,,,21,100,54,,,,,,,,,,49,100,6,,,,,,,13,100,50,52,100,38,,,,0,0,5,0,97,0,,,,,,,,,,,,,,,,,61,Male,White / Caucasian,,Vocational/Technical School (2 year),Rung 2,,taking a public bus,,,,boosting morale with a three-legged race,,,taking a detour at the next exit,refusing to drive her,,pretending the knife is part of a hip replacement,running away,,,,,,,,,,,,,,3,,,,1,,,4,6,,5,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,130,TRUE,,,,,,,,,,,,,50,50,60,9,0,0,,,,,,,,,,92,100,100,,,,0,0,0,20,16,16,,,,,,,,,,60,67,29,,,,,28,Female,White / Caucasian,,Master's Degree (MS),Rung 6,,,,,copying a friend's assignment,stealing all of the food and water,,,,refusing to drive her,,threatening security with the knife,borrowing their mom’s wedding ring,,,,asking a friend to take over,,,,,,,,,,,,,2,1,,,,5,,4,3,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
100,257,TRUE,,,,20,25,25,50,45,50,,,,80,70,80,0,0,0,,,,,,,,,,,,,,,,,,,,,,80,70,70,,,,,,,,,,90,90,90,,28,Male,White / Caucasian,,High School or equivalent,Rung 2,,trying to convince a passing driver to trade cars,getting an advance payday loan,,copying a friend's assignment,throwing away all of the food,,,,,,,,checking in on his father daily,,,,calling for help,,,,,,,,,4,5,,1,2,,,,,,,,3,,,,6,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,
